SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
5147,PS(17:0_14:1)+H,31:1+75.04,NL[PS],C0,2,27,535.4710907,30901.79492,535.4720865,-1.859559037,13.002972,
5176,PS(17:0_14:1)+H,C8 H13,C8H13,C2,2,23,109.1015733,21878.11328,109.1011765,3.6375812,13.101412,
5176,PS(17:0_14:1)+H,C9 H13_13C1,C9H13_13C1,ISO,2,28,122.104826,6313.777344,122.1045315,2.412385091,13.101412,
5176,PS(17:0_14:1)+H,31:1+75.04,NL[PS],C0,2,43,535.4707988,3292.061768,535.4720865,-2.404737893,13.101412,
5176,PS(17:0_14:1)+H,31:1+75.04_13C1,NL[PS]_13C1,ISO,2,44,536.4776272,31826.95898,536.4754415,4.074165269,13.101412,
5176,PS(17:0_14:1)+H,31:1+75.04_13C2,NL[PS]_13C2,ISO,2,45,537.4781863,20346.5625,537.4787965,-1.135335713,13.101412,
5249,PS(17:0_14:1)+H,C8 H13,C8H13,C2,2,25,109.1016454,2938879.5,109.1011765,4.298532711,13.34547,
5249,PS(17:0_14:1)+H,C8 H15,C8H15,C2,2,27,111.11721,983970.4375,111.1168265,3.451437788,13.34547,
5249,PS(17:0_14:1)+H,C9 H13,C9H13,C2,2,29,121.1015411,1576212.875,121.1011765,3.011053421,13.34547,
5249,PS(17:0_14:1)+H,C9 H15,C9H15,C2,2,30,123.1171944,1249599.375,123.1168265,2.988666813,13.34547,
5249,PS(17:0_14:1)+H,C9 H17,C9H17,C2,2,31,125.1328936,267304.625,125.1324765,3.333181843,13.34547,
5249,PS(17:0_14:1)+H,C10 H15,C10H15,C2,2,32,135.1170953,1525572.25,135.1168265,1.989530034,13.34547,
5249,PS(17:0_14:1)+H,C10 H17,C10H17,C2,2,33,137.132943,315087.5625,137.1324765,3.402102199,13.34547,
5249,PS(17:0_14:1)+H,C11 H17,C11H17,C2,2,34,149.1323981,361141.9063,149.1324765,-0.52529845,13.34547,
5249,PS(17:0_14:1)+H,14:1+75.04,MG(R1)-OH,C01,2,42,283.2279931,680533.125,283.2267715,4.313247696,13.34547,
5249,PS(17:0_14:1)+H,17:0+75.04,MG(R2)-OH,C01,2,44,327.2902769,776727.3125,327.2893715,2.766461573,13.34547,
5249,PS(17:0_14:1)+H,31:1+75.04,NL[PS],C0,2,48,535.4720941,1.15E+07,535.4720865,0.014266086,13.34547,
5291,PS(17:0_14:1)+H,C8 H11,C8H11,C2,2,1,107.0854872,3025.780518,107.0855265,-0.366924389,13.483692,
5291,PS(17:0_14:1)+H,C8 H13,C8H13,C2,2,2,109.1016647,11764.45117,109.1011765,4.474644939,13.483692,
5291,PS(17:0_14:1)+H,C9 H13,C9H13,C2,2,6,121.1014319,8103.881836,121.1011765,2.109195612,13.483692,
5291,PS(17:0_14:1)+H,C9 H13_13C1,C9H13_13C1,ISO,2,7,122.1046755,4653.901367,122.1045315,1.179778511,13.483692,
5291,PS(17:0_14:1)+H,C9 H15,C9H15,C2,2,8,123.1170177,5939.984863,123.1168265,1.553031662,13.483692,
5291,PS(17:0_14:1)+H,C10 H15,C10H15,C2,2,12,135.1162974,3759.155762,135.1168265,-3.915492095,13.483692,
5291,PS(17:0_14:1)+H,C10 H15_13C1,C10H15_13C1,ISO,2,13,136.1203037,3780.015137,136.1201815,0.897754855,13.483692,
5291,PS(17:0_14:1)+H,C11 H17,C11H17,C2,2,14,149.1323463,3587.504883,149.1324765,-0.872945394,13.483692,
5291,PS(17:0_14:1)+H,14:1+75.04_13C1,MG(R1)-OH_13C1,ISO,2,24,284.2305764,4086.526123,284.2301265,1.583034445,13.483692,
5291,PS(17:0_14:1)+H,31:1+75.04_13C1,NL[PS]_13C1,ISO,2,30,536.4761275,90472.30469,536.4754415,1.278777594,13.483692,
5291,PS(17:0_14:1)+H,31:1+75.04_13C2,NL[PS]_13C2,ISO,2,31,537.4783801,81583.3125,537.4787965,-0.774642889,13.483692,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
4945,PG(17:0_14:1)+NH4,C7 H13,C7H13,C2,2,11,97.10161421,4309463.551,97.10117647,4.508052699,13.69213,
4945,PG(17:0_14:1)+NH4,C8 H11,C8H11,C2,2,13,107.0858918,532715.9618,107.0855265,3.411095828,13.69213,
4945,PG(17:0_14:1)+NH4,C8 H13,C8H13,C2,2,14,109.1014627,5140996.424,109.1011765,2.623866427,13.69213,
4945,PG(17:0_14:1)+NH4,C8 H15,C8H15,C2,2,16,111.1170796,2035984.461,111.1168265,2.278355981,13.69213,
4945,PG(17:0_14:1)+NH4,C9 H13,C9H13,C2,2,17,121.1014793,2833974.746,121.1011765,2.500979893,13.69213,
4945,PG(17:0_14:1)+NH4,C9 H15,C9H15,C2,2,18,123.1169792,2181480.014,123.1168265,1.240613245,13.69213,
4945,PG(17:0_14:1)+NH4,C9 H17,C9H17,C2,2,19,125.1325103,418005.2354,125.1324765,0.270547548,13.69213,
4945,PG(17:0_14:1)+NH4,C10 H15,C10H15,C2,2,20,135.1168688,2578031.264,135.1168265,0.313140777,13.69213,
4945,PG(17:0_14:1)+NH4,C10 H17,C10H17,C2,2,21,137.1320728,993245.7813,137.1324765,-2.94344439,13.69213,
4945,PG(17:0_14:1)+NH4,C11 H17,C11H17,C2,2,22,149.1324699,758267.8826,149.1324765,-0.04423928,13.69213,
4945,PG(17:0_14:1)+NH4,14:1+75.04,MG(R1)-OH,C01,2,27,283.2262404,2743719.945,283.2267715,-1.875173447,13.69213,
4945,PG(17:0_14:1)+NH4,17:0+75.04,MG(R2)-OH,C01,2,28,327.2885874,1517947.24,327.2893715,-2.395660892,13.69213,
4945,PG(17:0_14:1)+NH4,31:1+75.04,"NL[PG,+NH4]+H",C0,2,29,535.4717189,3.72E+07,535.4720865,-0.686386221,13.69213,
4946,PG(17:0_14:1)+NH4,C8 H11,C8H11,C2,2,21,107.0859119,93464.59162,107.0855265,3.599332015,13.350885,
4946,PG(17:0_14:1)+NH4,C8 H13,C8H13,C2,2,22,109.1014925,686951.4729,109.1011765,2.896674567,13.350885,
4946,PG(17:0_14:1)+NH4,C8 H15,C8H15,C2,2,24,111.1172331,278024.31,111.1168265,3.659801831,13.350885,
4946,PG(17:0_14:1)+NH4,C9 H13,C9H13,C2,2,25,121.1015059,385169.3674,121.1011765,2.72066981,13.350885,
4946,PG(17:0_14:1)+NH4,C9 H15,C9H15,C2,2,26,123.1172873,360139.3617,123.1168265,3.743074121,13.350885,
4946,PG(17:0_14:1)+NH4,C10 H15,C10H15,C2,2,27,135.1171947,358037.196,135.1168265,2.725261379,13.350885,
4946,PG(17:0_14:1)+NH4,C10 H17,C10H17,C2,2,28,137.1324134,101102.2872,137.1324765,-0.460058191,13.350885,
4946,PG(17:0_14:1)+NH4,C11 H17,C11H17,C2,2,30,149.1331092,80291.11383,149.1324765,4.242572278,13.350885,
4946,PG(17:0_14:1)+NH4,14:1+75.04,MG(R1)-OH,C01,2,39,283.2265024,188625.241,283.2267715,-0.949907603,13.350885,
4946,PG(17:0_14:1)+NH4,17:0+75.04,MG(R2)-OH,C01,2,40,327.2902084,167282.7567,327.2893715,2.557142461,13.350885,
4946,PG(17:0_14:1)+NH4,17:0+75.04_13C1,MG(R2)-OH_13C1,ISO,2,41,328.2915009,170179.2359,328.2927265,-3.733218091,13.350885,
4946,PG(17:0_14:1)+NH4,31:1+75.04,"NL[PG,+NH4]+H",C0,2,43,535.4725277,574039.6923,535.4720865,0.823975952,13.350885,
4946,PG(17:0_14:1)+NH4,31:1+75.04_13C1,"NL[PG,+NH4]+H_13C1",ISO,2,44,536.475811,5348300.626,536.4754415,0.688832474,13.350885,
4947,PG(17:0_14:1)+NH4,C8 H13,C8H13,C2,2,0,109.101643,40973.76212,109.1011765,4.276458597,13.467604,
4947,PG(17:0_14:1)+NH4,C9 H13,C9H13,C2,2,2,121.1016156,20620.97778,121.1011765,3.625923735,13.467604,
4947,PG(17:0_14:1)+NH4,C9 H15,C9H15,C2,2,3,123.1166198,15389.80163,123.1168265,-1.678742455,13.467604,
4947,PG(17:0_14:1)+NH4,C10 H15,C10H15,C2,2,4,135.1172981,19235.76984,135.1168265,3.490876511,13.467604,
4947,PG(17:0_14:1)+NH4,14:1+75.04,MG(R1)-OH,C01,2,11,283.2273913,17419.73885,283.2267715,2.188488205,13.467604,
4947,PG(17:0_14:1)+NH4,31:1+75.04,"NL[PG,+NH4]+H",C0,2,13,535.4741209,43020.17015,535.4720865,3.799349637,13.467604,
4947,PG(17:0_14:1)+NH4,31:1+75.04_13C1,"NL[PG,+NH4]+H_13C1",ISO,2,14,536.4764422,467445.5049,536.4754415,1.865392441,13.467604,
5251,PG(17:0_14:1)+NH4,C8 H11,C8H11,C2,2,23,107.0859119,5608.263672,107.0855265,3.599332015,13.350875,
5251,PG(17:0_14:1)+NH4,C8 H13,C8H13,C2,2,24,109.1014925,41219.94141,109.1011765,2.896674567,13.350875,
5251,PG(17:0_14:1)+NH4,C8 H13_13C1,C8H13_13C1,ISO,2,25,110.1049356,12425.55469,110.1045315,3.67061722,13.350875,
5251,PG(17:0_14:1)+NH4,C8 H15,C8H15,C2,2,27,111.1172331,16682.61328,111.1168265,3.659801831,13.350875,
5251,PG(17:0_14:1)+NH4,C9 H13,C9H13,C2,2,29,121.1015059,23111.76172,121.1011765,2.72066981,13.350875,
5251,PG(17:0_14:1)+NH4,C9 H13_13C1,C9H13_13C1,ISO,2,30,122.1050194,10379.00391,122.1045315,3.996177939,13.350875,
5251,PG(17:0_14:1)+NH4,C9 H15,C9H15,C2,2,31,123.1172873,21609.85742,123.1168265,3.743074121,13.350875,
5251,PG(17:0_14:1)+NH4,C9 H15_13C1,C9H15_13C1,ISO,2,33,124.1204028,5663.478027,124.1201815,1.783382495,13.350875,
5251,PG(17:0_14:1)+NH4,C10 H15,C10H15,C2,2,34,135.1171947,21483.71875,135.1168265,2.725261379,13.350875,
5251,PG(17:0_14:1)+NH4,C10 H15_13C1,C10H15_13C1,ISO,2,35,136.1202557,5061.962402,136.1201815,0.545007212,13.350875,
5251,PG(17:0_14:1)+NH4,C10 H17,C10H17,C2,2,36,137.1324134,6066.557129,137.1324765,-0.460058191,13.350875,
5251,PG(17:0_14:1)+NH4,C11 H17,C11H17,C2,2,39,149.1331092,4817.800293,149.1324765,4.242572278,13.350875,
5251,PG(17:0_14:1)+NH4,14:1+75.04,MG(R1)-OH,C01,2,53,283.2265024,11318.29785,283.2267715,-0.949907603,13.350875,
5251,PG(17:0_14:1)+NH4,14:1+75.04_13C1,MG(R1)-OH_13C1,ISO,2,54,284.2308828,4355.285645,284.2301265,2.660975969,13.350875,
5251,PG(17:0_14:1)+NH4,17:0+75.04,MG(R2)-OH,C01,2,55,327.2902084,10037.66016,327.2893715,2.557142461,13.350875,
5251,PG(17:0_14:1)+NH4,17:0+75.04_13C1,MG(R2)-OH_13C1,ISO,2,56,328.2915009,10211.46094,328.2927265,-3.733218091,13.350875,
5251,PG(17:0_14:1)+NH4,31:1+75.04,"NL[PG,+NH4]+H",C0,2,58,535.4725277,34444.76563,535.4720865,0.823975952,13.350875,
5251,PG(17:0_14:1)+NH4,31:1+75.04_13C1,"NL[PG,+NH4]+H_13C1",ISO,2,59,536.475811,320920.25,536.4754415,0.688832474,13.350875,
5286,PG(17:0_14:1)+NH4,C8 H13,C8H13,C2,2,1,109.101643,40696.54297,109.1011765,4.276458597,13.467594,
5286,PG(17:0_14:1)+NH4,C9 H13,C9H13,C2,2,5,121.1016156,20481.46094,121.1011765,3.625923735,13.467594,
5286,PG(17:0_14:1)+NH4,C9 H13_13C1,C9H13_13C1,ISO,2,6,122.1046417,19062.49609,122.1045315,0.902423424,13.467594,
5286,PG(17:0_14:1)+NH4,C9 H15,C9H15,C2,2,8,123.1166198,15285.67773,123.1168265,-1.678742455,13.467594,
5286,PG(17:0_14:1)+NH4,C10 H15,C10H15,C2,2,13,135.1172981,19105.625,135.1168265,3.490876511,13.467594,
5286,PG(17:0_14:1)+NH4,14:1+75.04,MG(R1)-OH,C01,2,32,283.2273913,17301.88086,283.2267715,2.188488205,13.467594,
5286,PG(17:0_14:1)+NH4,14:1+75.04_13C1,MG(R1)-OH_13C1,ISO,2,33,284.2309577,19926.68945,284.2301265,2.924647038,13.467594,
5286,PG(17:0_14:1)+NH4,14:1+75.04_13C2,MG(R1)-OH_13C2,ISO,2,34,285.2339076,13114.98438,285.2334815,1.494127129,13.467594,
5286,PG(17:0_14:1)+NH4,31:1+75.04,"NL[PG,+NH4]+H",C0,2,42,535.4741209,42729.10547,535.4720865,3.799349637,13.467594,
5286,PG(17:0_14:1)+NH4,31:1+75.04_13C1,"NL[PG,+NH4]+H_13C1",ISO,2,43,536.4764422,464282.875,536.4754415,1.865392441,13.467594,
5286,PG(17:0_14:1)+NH4,31:1+75.04_13C2,"NL[PG,+NH4]+H_13C2",ISO,2,44,537.479288,280581.8438,537.4787965,0.914464635,13.467594,
5354,PG(17:0_14:1)+NH4,C7 H13,C7H13,C2,2,19,97.10161421,192516.3125,97.10117647,4.508052699,13.69212,
5354,PG(17:0_14:1)+NH4,C8 H11,C8H11,C2,2,23,107.0858918,23797.97656,107.0855265,3.411095828,13.69212,
5354,PG(17:0_14:1)+NH4,C8 H13,C8H13,C2,2,24,109.1014627,229663.3125,109.1011765,2.623866427,13.69212,
5354,PG(17:0_14:1)+NH4,C8 H15,C8H15,C2,2,26,111.1170796,90953.36719,111.1168265,2.278355981,13.69212,
5354,PG(17:0_14:1)+NH4,C9 H13,C9H13,C2,2,28,121.1014793,126601.9219,121.1011765,2.500979893,13.69212,
5354,PG(17:0_14:1)+NH4,C9 H15,C9H15,C2,2,29,123.1169792,97453.07813,123.1168265,1.240613245,13.69212,
5354,PG(17:0_14:1)+NH4,C9 H17,C9H17,C2,2,30,125.1325103,18673.51367,125.1324765,0.270547548,13.69212,
5354,PG(17:0_14:1)+NH4,C10 H15,C10H15,C2,2,32,135.1168688,115168.1797,135.1168265,0.313140777,13.69212,
5354,PG(17:0_14:1)+NH4,C10 H17,C10H17,C2,2,33,137.1320728,44371.1875,137.1324765,-2.94344439,13.69212,
5354,PG(17:0_14:1)+NH4,C11 H17,C11H17,C2,2,35,149.1324699,33874.03906,149.1324765,-0.04423928,13.69212,
5354,PG(17:0_14:1)+NH4,14:1+75.04,MG(R1)-OH,C01,2,44,283.2262404,122569.9766,283.2267715,-1.875173447,13.69212,
5354,PG(17:0_14:1)+NH4,17:0+75.04,MG(R2)-OH,C01,2,46,327.2885874,67811.13281,327.2893715,-2.395660892,13.69212,
5354,PG(17:0_14:1)+NH4,31:1+75.04,"NL[PG,+NH4]+H",C0,2,47,535.4717189,1662126.875,535.4720865,-0.686386221,13.69212,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
5640,PI(15:0_18:1)+H+D7:(s),C9 H13,C9H13,C2,2,0,121.1012922,16361.75351,121.1011765,0.955853833,14.516842,
5640,PI(15:0_18:1)+H+D7:(s),C9 H15,C9H15,C2,2,1,123.1171642,14657.28409,123.1168265,2.742891753,14.516842,
5640,PI(15:0_18:1)+H+D7:(s),C10 H15,C10H15,C2,2,2,135.1168746,16035.70517,135.1168265,0.356536299,14.516842,
5640,PI(15:0_18:1)+H+D7:(s),15:0+75.04,MG(R2)-OH,C01,2,7,299.2576473,20655.09798,299.2580715,-1.417311083,14.516842,
5640,PI(15:0_18:1)+H+D7:(s),18:1+D7:(s)+75.04,MG(R1)-OH,C01,2,8,346.3332733,9387.320692,346.3333105,-0.107291139,14.516842,
5640,PI(15:0_18:1)+H+D7:(s),33:1+D7:(s)+75.04,NL[PI],C0,2,9,570.5475691,915587.8942,570.5473255,0.426969676,14.516842,
5641,PI(15:0_18:1)+H+D7:(s),C6 H11_13C1,C6H11_13C1,ISO,2,10,84.0890461,4302.514568,84.08888147,1.957764049,14.547306,
5641,PI(15:0_18:1)+H+D7:(s),C7 H9,C7H9,C2,2,13,93.07014075,5535.07228,93.06987647,2.839605087,14.547306,
5641,PI(15:0_18:1)+H+D7:(s),C7 H11,C7H11,C2,2,14,95.08599957,30266.91464,95.08552647,4.975521998,14.547306,
5641,PI(15:0_18:1)+H+D7:(s),C8 H13,C8H13,C2,2,17,109.1016203,16764.87873,109.1011765,4.067643814,14.547306,
5641,PI(15:0_18:1)+H+D7:(s),C8 H15,C8H15,C2,2,18,111.1166739,4534.382637,111.1168265,-1.372761297,14.547306,
5641,PI(15:0_18:1)+H+D7:(s),C9 H13,C9H13,C2,2,21,121.101563,11237.88831,121.1011765,3.191491006,14.547306,
5641,PI(15:0_18:1)+H+D7:(s),C9 H15,C9H15,C2,2,22,123.1172042,9938.232986,123.1168265,3.068208876,14.547306,
5641,PI(15:0_18:1)+H+D7:(s),C10 H15,C10H15,C2,2,23,135.1172779,11089.0015,135.1168265,3.341131723,14.547306,
5641,PI(15:0_18:1)+H+D7:(s),C11 H17,C11H17,C2,2,24,149.1321611,4157.288599,149.1324765,-2.115000163,14.547306,
5641,PI(15:0_18:1)+H+D7:(s),33:1+D7:(s)+75.04,NL[PI],C0,2,30,570.5478971,18561.94806,570.5473255,1.001971687,14.547306,
5869,PI(15:0_18:1)+H+D7:(s),C9 H13,C9H13,C2,2,0,121.1012922,16039.90723,121.1011765,0.955853833,14.516832,
5869,PI(15:0_18:1)+H+D7:(s),C9 H15,C9H15,C2,2,1,123.1171642,14368.96582,123.1168265,2.742891753,14.516832,
5869,PI(15:0_18:1)+H+D7:(s),C10 H15,C10H15,C2,2,3,135.1168746,15720.27246,135.1168265,0.356536299,14.516832,
5869,PI(15:0_18:1)+H+D7:(s),15:0+75.04,MG(R2)-OH,C01,2,20,299.2576473,20248.79883,299.2580715,-1.417311083,14.516832,
5869,PI(15:0_18:1)+H+D7:(s),18:1+D7:(s)+75.04,MG(R1)-OH,C01,2,21,346.3332733,9202.666016,346.3333105,-0.107291139,14.516832,
5869,PI(15:0_18:1)+H+D7:(s),33:1+D7:(s)+75.04,NL[PI],C0,2,24,570.5475691,897577.6875,570.5473255,0.426969676,14.516832,
5878,PI(15:0_18:1)+H+D7:(s),C6 H11_13C1,C6H11_13C1,ISO,2,11,84.0890461,3833.146973,84.08888147,1.957764049,14.547296,
5878,PI(15:0_18:1)+H+D7:(s),C7 H9,C7H9,C2,2,14,93.07014075,4931.243164,93.06987647,2.839605087,14.547296,
5878,PI(15:0_18:1)+H+D7:(s),C7 H11,C7H11,C2,2,15,95.08599957,26965.05273,95.08552647,4.975521998,14.547296,
5878,PI(15:0_18:1)+H+D7:(s),C8 H13,C8H13,C2,2,18,109.1016203,14935.97363,109.1011765,4.067643814,14.547296,
5878,PI(15:0_18:1)+H+D7:(s),C8 H15,C8H15,C2,2,20,111.1166739,4039.720215,111.1168265,-1.372761297,14.547296,
5878,PI(15:0_18:1)+H+D7:(s),C9 H13,C9H13,C2,2,23,121.101563,10011.93066,121.1011765,3.191491006,14.547296,
5878,PI(15:0_18:1)+H+D7:(s),C9 H15,C9H15,C2,2,24,123.1172042,8854.056641,123.1168265,3.068208876,14.547296,
5878,PI(15:0_18:1)+H+D7:(s),C10 H15,C10H15,C2,2,25,135.1172779,9879.286133,135.1168265,3.341131723,14.547296,
5878,PI(15:0_18:1)+H+D7:(s),C11 H17,C11H17,C2,2,26,149.1321611,3703.763916,149.1324765,-2.115000163,14.547296,
5878,PI(15:0_18:1)+H+D7:(s),33:1+D7:(s)+75.04,NL[PI],C0,2,34,570.5478971,16536.99805,570.5473255,1.001971687,14.547296,
5878,PI(15:0_18:1)+H+D7:(s),33:1+D7:(s)+75.04_13C1,NL[PI]_13C1,ISO,2,35,571.5507393,82886.92188,571.5506805,0.102871894,14.547296,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
5597,PG(15:0_18:1)+NH4+D7:(s),C7 H9,C7H9,C2,2,9,93.07023533,23929.3915,93.06987647,3.855809455,14.739374,
5597,PG(15:0_18:1)+NH4+D7:(s),C8 H13,C8H13,C2,2,14,109.1015913,147022.0031,109.1011765,3.802380262,14.739374,
5597,PG(15:0_18:1)+NH4+D7:(s),C8 H15,C8H15,C2,2,15,111.1172433,86484.61574,111.1168265,3.751086645,14.739374,
5597,PG(15:0_18:1)+NH4+D7:(s),C9 H13,C9H13,C2,2,16,121.1013098,106278.2219,121.1011765,1.101274297,14.739374,
5597,PG(15:0_18:1)+NH4+D7:(s),C9 H15,C9H15,C2,2,17,123.117128,91591.76758,123.1168265,2.449011784,14.739374,
5597,PG(15:0_18:1)+NH4+D7:(s),C9 H17,C9H17,C2,2,18,125.1328767,28241.22268,125.1324765,3.198292649,14.739374,
5597,PG(15:0_18:1)+NH4+D7:(s),C10 H15,C10H15,C2,2,19,135.1170214,111910.2974,135.1168265,1.442688616,14.739374,
5597,PG(15:0_18:1)+NH4+D7:(s),C10 H17,C10H17,C2,2,20,137.1327655,38410.91508,137.1324765,2.107742405,14.739374,
5597,PG(15:0_18:1)+NH4+D7:(s),C11 H17,C11H17,C2,2,21,149.1331349,46375.71285,149.1324765,4.414760297,14.739374,
5597,PG(15:0_18:1)+NH4+D7:(s),15:0+75.04,MG(R2)-OH,C01,2,29,299.2581565,84664.14831,299.2580715,0.284066798,14.739374,
5597,PG(15:0_18:1)+NH4+D7:(s),18:1+D7:(s)+75.04,MG(R1)-OH,C01,2,30,346.3331048,153153.4891,346.3333105,-0.593951657,14.739374,
5597,PG(15:0_18:1)+NH4+D7:(s),33:1+D7:(s)+75.04,"NL[PG,+NH4]+H",C0,2,31,570.5472409,1752435.956,570.5473255,-0.148306599,14.739374,
5598,PG(15:0_18:1)+NH4+D7:(s),33:1+D7:(s)+75.04,"NL[PG,+NH4]+H",C0,2,3,570.5469382,194581.8417,570.5473255,-0.678771853,14.918752,
5938,PG(15:0_18:1)+NH4+D7:(s),C7 H9,C7H9,C2,2,22,93.07023533,6657.041992,93.06987647,3.855809455,14.739364,
5938,PG(15:0_18:1)+NH4+D7:(s),C8 H13,C8H13,C2,2,28,109.1015913,40900.81641,109.1011765,3.802380262,14.739364,
5938,PG(15:0_18:1)+NH4+D7:(s),C8 H15,C8H15,C2,2,30,111.1172433,24059.60547,111.1168265,3.751086645,14.739364,
5938,PG(15:0_18:1)+NH4+D7:(s),C9 H13,C9H13,C2,2,32,121.1013098,29566.0918,121.1011765,1.101274297,14.739364,
5938,PG(15:0_18:1)+NH4+D7:(s),C9 H15,C9H15,C2,2,33,123.117128,25480.39063,123.1168265,2.449011784,14.739364,
5938,PG(15:0_18:1)+NH4+D7:(s),C9 H17,C9H17,C2,2,34,125.1328767,7856.572754,125.1324765,3.198292649,14.739364,
5938,PG(15:0_18:1)+NH4+D7:(s),C10 H15,C10H15,C2,2,35,135.1170214,31132.9082,135.1168265,1.442688616,14.739364,
5938,PG(15:0_18:1)+NH4+D7:(s),C10 H17,C10H17,C2,2,36,137.1327655,10685.73242,137.1324765,2.107742405,14.739364,
5938,PG(15:0_18:1)+NH4+D7:(s),C11 H17,C11H17,C2,2,37,149.1331349,12901.50098,149.1324765,4.414760297,14.739364,
5938,PG(15:0_18:1)+NH4+D7:(s),15:0+75.04,MG(R2)-OH,C01,2,48,299.2581565,23553.16016,299.2580715,0.284066798,14.739364,
5938,PG(15:0_18:1)+NH4+D7:(s),18:1+D7:(s)+75.04,MG(R1)-OH,C01,2,50,346.3331048,42606.56641,346.3333105,-0.593951657,14.739364,
5938,PG(15:0_18:1)+NH4+D7:(s),33:1+D7:(s)+75.04,"NL[PG,+NH4]+H",C0,2,53,570.5472409,487519.2813,570.5473255,-0.148306599,14.739364,
5993,PG(15:0_18:1)+NH4+D7:(s),33:1+D7:(s)+75.04,"NL[PG,+NH4]+H",C0,2,21,570.5469382,52639.94141,570.5473255,-0.678771853,14.918742,
5993,PG(15:0_18:1)+NH4+D7:(s),33:1+D7:(s)+75.04_13C1,"NL[PG,+NH4]+H_13C1",ISO,2,22,571.5509041,83700.46094,571.5506805,0.391270966,14.918742,
5993,PG(15:0_18:1)+NH4+D7:(s),33:1+D7:(s)+75.04_13C2,"NL[PG,+NH4]+H_13C2",ISO,2,23,572.5545661,389120.875,572.5540355,0.926823039,14.918742,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
5534,PA(17:0_14:1)+NH4,C3 H8 O5 P1,GP+H-H2O,C2,2,26,155.0102135,55122.65922,155.0103895,-1.135401729,14.97895188,
5534,PA(17:0_14:1)+NH4,14:1+1.00,R1-OH,C1,2,28,209.1900355,52797.33309,209.1899915,0.210426631,14.97895188,
5534,PA(17:0_14:1)+NH4,17:0+1.00,R2-OH,C1,2,31,253.2525065,32161.18968,253.2525915,-0.33566754,14.97895188,
5534,PA(17:0_14:1)+NH4,17:0+75.04,NL[R1+H2PO4+NH4],C01,2,34,327.2906979,8773.329995,327.2893715,4.052904197,14.97895188,
5534,PA(17:0_14:1)+NH4,NL[115.00],NL[NH4+H2PO4],C0,2,38,535.4720129,404631.7191,535.4720865,-0.137308128,14.97895188,
5879,PA(17:0_14:1)+NH4,C3 H8 O5 P1,GP+H-H2O,C2,2,12,155.0102135,29437.74414,155.0103895,-1.135401729,14.549998,
5879,PA(17:0_14:1)+NH4,14:1+1.00,R1-OH,C1,2,18,209.1900355,27692.93164,209.1899915,0.210426631,14.549998,
5879,PA(17:0_14:1)+NH4,17:0+1.00,R2-OH,C1,2,21,253.2525065,32399.01367,253.2525915,-0.33566754,14.549998,
5879,PA(17:0_14:1)+NH4,NL[115.00],NL[NH4+H2PO4],C0,2,27,535.4720129,587432.5625,535.4720865,-0.137308128,14.549998,
5988,PA(17:0_14:1)+NH4,C3 H8 O5 P1,GP+H-H2O,C2,2,38,155.0103898,56112.42969,155.0103895,0.002375325,14.90356,
5988,PA(17:0_14:1)+NH4,14:1+1.00,R1-OH,C1,2,41,209.1900355,53953.98828,209.1899915,0.210545644,14.90356,
5988,PA(17:0_14:1)+NH4,17:0+1.00,R2-OH,C1,2,43,253.2528682,32856.20703,253.2525915,1.092647461,14.90356,
5988,PA(17:0_14:1)+NH4,14:1+75.04,NL[R2+H2PO4+NH4],C01,2,44,283.2275458,9209.231445,283.2267715,2.734105802,14.90356,
5988,PA(17:0_14:1)+NH4,17:0+75.04,NL[R1+H2PO4+NH4],C01,2,45,327.2906979,8716.546875,327.2893715,4.052904197,14.90356,
5988,PA(17:0_14:1)+NH4,NL[115.00],NL[NH4+H2PO4],C0,2,48,535.4721123,410839.2813,535.4720865,0.048191344,14.90356,
6096,PA(17:0_14:1)+NH4,C3 H8 O5 P1,GP+H-H2O,C2,2,35,155.0103986,51462.63281,155.0103895,0.059114539,15.25774,
6096,PA(17:0_14:1)+NH4,14:1+1.00,R1-OH,C1,2,38,209.1900779,48520.19141,209.1899915,0.413364878,15.25774,
6096,PA(17:0_14:1)+NH4,17:0+1.00,R2-OH,C1,2,42,253.2521715,29591.11719,253.2525915,-1.658195552,15.25774,
6096,PA(17:0_14:1)+NH4,14:1+75.04,NL[R2+H2PO4+NH4],C01,2,43,283.2276335,10530.59473,283.2267715,3.043505007,15.25774,
6096,PA(17:0_14:1)+NH4,17:0+75.04,NL[R1+H2PO4+NH4],C01,2,45,327.2899527,8983.305664,327.2893715,1.775979424,15.25774,
