SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
6447,DG(15:0_18:1)+Na,DG(33:1)+Na,DG(33:1)+Na,,2,13,603.4959734,724348.125,603.4958965,0.127551021,18.074416,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
8512,TG(15:0_15:0_18:1)+NH4,C7 H9,C7H9,C2,2,9,93.07020215,52397.63879,93.06987647,3.499318112,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,C7 H11,C7H11,C2,2,10,95.08599567,857532.8413,95.08552647,4.934506569,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,C7 H13,C7H13,C2,2,11,97.10165076,379199.3591,97.10117647,4.884453101,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,C8 H11,C8H11,C2,2,13,107.0858635,30013.42059,107.0855265,3.147353391,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,C8 H13,C8H13,C2,2,14,109.1015078,554777.7341,109.1011765,3.03709761,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,C8 H15,C8H15,C2,2,15,111.1170951,249286.1488,111.1168265,2.417182635,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,C9 H13,C9H13,C2,2,16,121.1013762,231781.3718,121.1011765,1.649241015,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,C9 H15,C9H15,C2,2,17,123.1170833,293743.9169,123.1168265,2.086391994,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,C9 H17,C9H17,C2,2,18,125.1328309,84222.81223,125.1324765,2.832336148,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,C10 H15,C10H15,C2,2,19,135.1171093,222911.0042,135.1168265,2.093370025,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,C10 H17,C10H17,C2,2,20,137.1326991,122350.6302,137.1324765,1.623779644,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,C11 H17,C11H17,C2,2,21,149.1328829,82358.56833,149.1324765,2.72519382,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,C11 H19,C11H19,C2,2,22,151.1480503,122351.6662,151.1481265,-0.503735657,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,15:0+1.00,R1-OH,C1,2,27,225.2212044,451052.2555,225.2212915,-0.386551485,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,15:0+1.00,R2-OH,C1,2,27,225.2212044,451052.2555,225.2212915,-0.386551485,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,18:1+1.00,R3-OH,C1,2,29,265.252806,312114.5195,265.2525915,0.808813422,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,15:0+75.04,MG(R1)-OH,C2,2,30,299.2571236,117420.5445,299.2580715,-3.16754138,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,15:0+75.04,MG(R2)-OH,C2,2,30,299.2571236,117420.5445,299.2580715,-3.16754138,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,NL[18:1+35.03],M-R3OH,C01,2,32,523.4719316,1083101.565,523.4720865,-0.295935395,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,NL[15:0+35.03],M-R2OH,C01,2,33,563.5032369,2437281.474,563.5033865,-0.265508765,24.113055,
8512,TG(15:0_15:0_18:1)+NH4,NL[15:0+35.03],M-R1OH,C01,2,33,563.5032369,2437281.474,563.5033865,-0.265508765,24.113055,
8779,TG(15:0_15:0_18:1)+NH4,C7 H9,C7H9,C2,2,15,93.07020215,48992.73438,93.06987647,3.499318112,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,C7 H11,C7H11,C2,2,16,95.08599567,801808.625,95.08552647,4.934506569,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,C7 H13,C7H13,C2,2,17,97.10165076,354558.2188,97.10117647,4.884453101,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,C8 H11,C8H11,C2,2,20,107.0858635,28063.08789,107.0855265,3.147353391,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,C8 H13,C8H13,C2,2,21,109.1015078,518727.1563,109.1011765,3.03709761,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,C8 H15,C8H15,C2,2,22,111.1170951,233087.0313,111.1168265,2.417182635,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,C9 H13,C9H13,C2,2,24,121.1013762,216719.75,121.1011765,1.649241015,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,C9 H15,C9H15,C2,2,25,123.1170833,274655.8438,123.1168265,2.086391994,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,C9 H17,C9H17,C2,2,26,125.1328309,78749.84375,125.1324765,2.832336148,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,C10 H15,C10H15,C2,2,27,135.1171093,208425.7969,135.1168265,2.093370025,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,C10 H17,C10H17,C2,2,28,137.1326991,114400.0391,137.1324765,1.623779644,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,C11 H17,C11H17,C2,2,29,149.1328829,77006.74219,149.1324765,2.72519382,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,C11 H19,C11H19,C2,2,30,151.1480503,114401.0078,151.1481265,-0.503735657,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,15:0+1.00,R1-OH,C1,2,38,225.2212044,421741.9688,225.2212915,-0.386551485,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,15:0+1.00,R2-OH,C1,2,38,225.2212044,421741.9688,225.2212915,-0.386551485,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,18:1+1.00,R3-OH,C1,2,40,265.252806,291832.6875,265.2525915,0.808813422,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,15:0+75.04,MG(R1)-OH,C2,2,41,299.2571236,109790.3203,299.2580715,-3.16754138,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,15:0+75.04,MG(R2)-OH,C2,2,41,299.2571236,109790.3203,299.2580715,-3.16754138,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,NL[18:1+35.03],M-R3OH,C01,2,44,523.4719316,1012719.438,523.4720865,-0.295935395,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,NL[15:0+35.03],M-R2OH,C01,2,45,563.5032369,2278902,563.5033865,-0.265508765,24.113045,
8779,TG(15:0_15:0_18:1)+NH4,NL[15:0+35.03],M-R1OH,C01,2,45,563.5032369,2278902,563.5033865,-0.265508765,24.113045,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
907,LPE(18:1)+H+D7:(s),C7 H11,C7H11,C2,2,2,95.08584316,27999.23709,95.08552647,3.33055681,3.8817612,
907,LPE(18:1)+H+D7:(s),C9 H13,C9H13,C2,2,4,121.1014371,36654.42988,121.1011765,2.152416046,3.8817612,
907,LPE(18:1)+H+D7:(s),C10 H15,C10H15,C2,2,5,135.1169094,28318.81675,135.1168265,0.613420832,3.8817612,
907,LPE(18:1)+H+D7:(s),18:1+D7:(s)+44.05,R1-OH+NH(CH2)2,C1,2,13,315.3382485,160663.42,315.3387295,-1.525088563,3.8817612,
907,LPE(18:1)+H+D7:(s),18:1+D7:(s)+75.04,NL[PE],C0,2,14,346.333071,2024371.837,346.3333105,-0.691581041,3.8817612,
1129,LPE(18:1)+H+D7:(s),C7 H11,C7H11,C2,2,13,95.08584316,17259.53125,95.08552647,3.33055681,3.8817512,
1129,LPE(18:1)+H+D7:(s),C9 H13,C9H13,C2,2,21,121.1014371,22594.83984,121.1011765,2.152416046,3.8817512,
1129,LPE(18:1)+H+D7:(s),C10 H15,C10H15,C2,2,23,135.1169094,17456.5293,135.1168265,0.613420832,3.8817512,
1129,LPE(18:1)+H+D7:(s),18:1+D7:(s)+44.05,R1-OH+NH(CH2)2,C1,2,35,315.3382485,99037.53125,315.3387295,-1.525088563,3.8817512,
1129,LPE(18:1)+H+D7:(s),18:1+D7:(s)+75.04,NL[PE],C0,2,36,346.333071,1247880.75,346.3333105,-0.691581041,3.8817512,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
702,LPC(18:1)+H+D7:(s),C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,3,184.0727833,681925.6413,184.0733235,-2.934594789,3.3085981,
703,LPC(18:1)+H+D7:(s),C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,4,184.0731184,33065.16829,184.0733235,-1.113948426,3.3389575,
800,LPC(18:1)+H+D7:(s),C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,3,184.0727833,46300.70313,184.0733235,-2.934594789,3.3085881,
809,LPC(18:1)+H+D7:(s),C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,4,184.0731184,59852.08984,184.0733235,-1.113948426,3.3389475,
809,LPC(18:1)+H+D7:(s),C5 H15 N1 O4 P1_13C1,(P-Cho)+H_13C1,ISO,2,5,185.0767591,17731.52734,185.0766785,0.435532911,3.3389475,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
696,LPC(18:1)+H,C5 H14 N1 O1,C5H14N1O1,C2,2,3,104.1073678,40427.56323,104.1069905,3.624878462,3.3560659,
696,LPC(18:1)+H,C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,5,184.0731961,2804204.178,184.0733235,-0.691747172,3.3560659,
814,LPC(18:1)+H,C5 H14 N1 O1,C5H14N1O1,C2,2,4,104.1073678,3148.846436,104.1069905,3.624878462,3.3560559,
814,LPC(18:1)+H,C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,6,184.0731961,218415.5469,184.0733235,-0.691747172,3.3560559,
849,LPC(18:1)+H,C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,3,184.0729102,19703.7793,184.0733235,-2.24523792,3.4719464,
849,LPC(18:1)+H,C5 H15 N1 O4 P1_13C1,(P-Cho)+H_13C1,ISO,2,4,185.0763885,12815.125,185.0766785,-1.566721402,3.4719464,
849,LPC(18:1)+H,18:1+75.04,NL[PC],C0,2,8,339.2885193,18024.0293,339.2893715,-2.511555284,3.4719464,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
4359,SM(d36:2)+H,C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,11,184.072843,24222.41261,184.0733235,-2.610139421,13.91031616,
4672,SM(d36:2)+H,C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,8,184.072843,38931.10938,184.0733235,-2.610139421,13.743536,
4776,SM(d36:2)+H,C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,11,184.0731561,51687.39453,184.0733235,-0.908998858,14.090757,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
4432,PI(33:1)+H+D7:(s),C7 H11,C7H11,C2,2,2,95.08585581,1821.788772,95.08552647,3.463611776,14.47392612,
4432,PI(33:1)+H+D7:(s),33:1+D7:(s)+75.04,NL[PI],C0,2,4,570.5476954,4622.440873,570.5473255,0.648412657,14.47392612,
4864,PI(33:1)+H+D7:(s),C5 H9,C5H9,C2,2,1,69.07011482,3008.084473,69.06987647,3.450843536,14.382531,
4864,PI(33:1)+H+D7:(s),C7 H11,C7H11,C2,2,5,95.08585581,4873.932617,95.08552647,3.463611776,14.382531,
4864,PI(33:1)+H+D7:(s),33:1+D7:(s)+75.04,NL[PI],C0,2,11,570.5476954,16438.96094,570.5473255,0.648412657,14.382531,
4966,PI(33:1)+H+D7:(s),C6 H13,C6H13,C2,2,6,85.10141136,3751.219482,85.10117647,2.760124722,14.727338,
4966,PI(33:1)+H+D7:(s),C7 H11,C7H11,C2,2,7,95.08593029,7965.428223,95.08552647,4.246848108,14.727338,
4966,PI(33:1)+H+D7:(s),C8 H13,C8H13,C2,2,8,109.101453,3303.183594,109.1011765,2.534841118,14.727338,
4966,PI(33:1)+H+D7:(s),33:1+D7:(s)+75.04,NL[PI],C0,2,16,570.5471981,20210.75195,570.5473255,-0.223172779,14.727338,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
4421,PI(33:1)+H,C7 H11,C7H11,C2,2,8,95.08598408,82322.6187,95.08552647,4.812608057,14.691382,
4421,PI(33:1)+H,C8 H13,C8H13,C2,2,10,109.1013559,61655.78751,109.1011765,1.644904612,14.691382,
4421,PI(33:1)+H,C8 H15,C8H15,C2,2,11,111.1171986,28923.76868,111.1168265,3.34880907,14.691382,
4421,PI(33:1)+H,C9 H13,C9H13,C2,2,12,121.1012664,23017.54986,121.1011765,0.742306145,14.691382,
4421,PI(33:1)+H,C9 H15,C9H15,C2,2,13,123.11698,25689.05578,123.1168265,1.246671354,14.691382,
4421,PI(33:1)+H,C10 H15,C10H15,C2,2,14,135.1169788,17550.41104,135.1168265,1.127029406,14.691382,
4421,PI(33:1)+H,33:1+75.04,NL[PI],C0,2,17,563.5039501,177169.7328,563.5033865,1.000204459,14.691382,
4955,PI(33:1)+H,C7 H11,C7H11,C2,2,8,95.08598408,27214.72461,95.08552647,4.812608057,14.691372,
4955,PI(33:1)+H,C8 H13,C8H13,C2,2,10,109.1013559,20382.55469,109.1011765,1.644904612,14.691372,
4955,PI(33:1)+H,C8 H15,C8H15,C2,2,11,111.1171986,9561.799805,111.1168265,3.34880907,14.691372,
4955,PI(33:1)+H,C9 H13,C9H13,C2,2,12,121.1012664,7609.285156,121.1011765,0.742306145,14.691372,
4955,PI(33:1)+H,C9 H15,C9H15,C2,2,13,123.11698,8492.448242,123.1168265,1.246671354,14.691372,
4955,PI(33:1)+H,C10 H15,C10H15,C2,2,14,135.1169788,5801.924316,135.1168265,1.127029406,14.691372,
4955,PI(33:1)+H,33:1+75.04,NL[PI],C0,2,17,563.5039501,58569.875,563.5033865,1.000204459,14.691372,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
4375,PG(33:1)+Na+D7:(s),C9 H15,C9H15,C2,2,5,123.1167123,2225.617194,123.1168265,-0.927255729,14.83600343,
4375,PG(33:1)+Na+D7:(s),C3 H9 Na1 O6 P1,(PH-GRO)+NA,C0,2,8,195.0029656,170844.2566,195.0028995,0.339325664,14.83600343,
4967,PG(33:1)+Na+D7:(s),C9 H15,C9H15,C2,2,8,123.1167123,3758.093506,123.1168265,-0.927255729,14.730057,
4967,PG(33:1)+Na+D7:(s),C3 H9 Na1 O6 P1,(PH-GRO)+NA,C0,2,11,195.0029656,288481.1875,195.0028995,0.339325664,14.730057,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
4367,SM(d36:2)+H+D9:(s),C2 H6 O4 P1,C2H6O4P1,C0,2,1,124.9999734,491036.8263,124.9998245,1.191410413,15.139806,
4367,SM(d36:2)+H+D9:(s),C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,2,184.0732097,4.56E+07,184.0733235,-0.618248656,15.139806,
4988,SM(d36:2)+H+D9:(s),C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,14,184.0733113,1103787.875,184.0733235,-0.065871023,14.800129,
5090,SM(d36:2)+H+D9:(s),C2 H6 O4 P1,C2H6O4P1,C0,2,7,124.9999734,50536.28906,124.9998245,1.191410413,15.139796,
5090,SM(d36:2)+H+D9:(s),C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,8,184.0732097,4697247.5,184.0733235,-0.618248656,15.139796,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
5321,PC(33:1)+H+D7:(s),C2 H6 O4 P1,C2H6O4P1,C0,2,0,125.0000343,7193.20067,124.9998245,1.679010963,16.67235,
5321,PC(33:1)+H+D7:(s),C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,1,184.0731755,365909.7339,184.0733235,-0.80373484,16.67235,
5321,PC(33:1)+H+D7:(s),PC(33:1)+H+D7:(s),PC(33:1)+H+D7:(s),,2,3,753.6161415,8376.100908,753.6133725,3.67432953,16.67235,
5816,PC(33:1)+H+D7:(s),C2 H6 O4 P1,C2H6O4P1,C0,2,4,125.0000343,7191.776367,124.9998245,1.679010963,16.67234,
5816,PC(33:1)+H+D7:(s),C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,5,184.0731755,365837.2813,184.0733235,-0.80373484,16.67234,
5816,PC(33:1)+H+D7:(s),PC(33:1)+H+D7:(s),PC(33:1)+H+D7:(s),,2,12,753.6161415,8374.442383,753.6133725,3.67432953,16.67234,
5816,PC(33:1)+H+D7:(s),PC(33:1)+H+D7:(s),PC(33:1)+H+D7:(s),,2,12,753.6161415,8374.442383,753.6133725,3.67432953,16.67234,
6022,PC(33:1)+H+D7:(s),C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,8,184.0732953,108501.4844,184.0733235,-0.152953268,17.024896,
6127,PC(33:1)+H+D7:(s),C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,8,184.0730932,50491.20703,184.0733235,-1.250922391,17.371569,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
754,LPE(17:1)+H,C8 H13,C8H13,C2,2,6,109.1014369,8751.25084,109.1011765,2.386901019,2.8742474,
754,LPE(17:1)+H,C9 H13,C9H13,C2,2,7,121.1014165,7492.899265,121.1011765,1.98194766,2.8742474,
754,LPE(17:1)+H,C10 H15,C10H15,C2,2,8,135.1170527,11851.2806,135.1168265,1.674497584,2.8742474,
754,LPE(17:1)+H,C11 H17,C11H17,C2,2,9,149.132681,8316.531184,149.1324765,1.371331602,2.8742474,
754,LPE(17:1)+H,17:1+44.05,R1-OH+NH(CH2)2,C01,2,11,294.277746,7497.218824,294.2791405,-4.738719029,2.8742474,
754,LPE(17:1)+H,17:1+75.04,NL[PE],C0,2,12,325.2741074,567337.9374,325.2737215,1.186473845,2.8742474,
1002,LPE(17:1)+H,C8 H13,C8H13,C2,2,11,109.1014369,5880.029297,109.1011765,2.386901019,2.8742374,
1002,LPE(17:1)+H,C9 H13,C9H13,C2,2,12,121.1014165,5034.533691,121.1011765,1.98194766,2.8742374,
1002,LPE(17:1)+H,C10 H15,C10H15,C2,2,15,135.1170527,7962.961914,135.1168265,1.674497584,2.8742374,
1002,LPE(17:1)+H,C11 H17,C11H17,C2,2,17,149.132681,5587.937988,149.1324765,1.371331602,2.8742374,
1002,LPE(17:1)+H,17:1+44.05,R1-OH+NH(CH2)2,C01,2,24,294.277746,5037.436035,294.2791405,-4.738719029,2.8742374,
1002,LPE(17:1)+H,17:1+75.04,NL[PE],C0,2,25,325.2741074,381198.5,325.2737215,1.186473845,2.8742374,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
4990,PI(17:0_14:1)+NH4,C7 H13,C7H13,C2,2,10,97.10165007,2265556.952,97.10117647,4.877314865,13.228495,
4990,PI(17:0_14:1)+NH4,C8 H13,C8H13,C2,2,12,109.1015804,2892482.694,109.1011765,3.702295575,13.228495,
4990,PI(17:0_14:1)+NH4,C9 H13,C9H13,C2,2,14,121.1015606,1685697.99,121.1011765,3.171811635,13.228495,
4990,PI(17:0_14:1)+NH4,C9 H15,C9H15,C2,2,15,123.1170576,1246224.418,123.1168265,1.877469746,13.228495,
4990,PI(17:0_14:1)+NH4,C9 H17,C9H17,C2,2,16,125.1327496,219942.207,125.1324765,2.183057474,13.228495,
4990,PI(17:0_14:1)+NH4,C10 H15,C10H15,C2,2,17,135.1169941,1144775.06,135.1168265,1.240325741,13.228495,
4990,PI(17:0_14:1)+NH4,C10 H17,C10H17,C2,2,18,137.1328628,545389.8195,137.1324765,2.817261488,13.228495,
4990,PI(17:0_14:1)+NH4,C11 H17,C11H17,C2,2,19,149.1325143,320446.3764,149.1324765,0.253741212,13.228495,
4990,PI(17:0_14:1)+NH4,14:1+75.04,MG(R1)-OH,C01,2,24,283.2271655,337633.7271,283.2267715,1.391298405,13.228495,
4990,PI(17:0_14:1)+NH4,17:0+75.04,MG(R2)-OH,C01,2,25,327.2908778,725145.5992,327.2893715,4.602388369,13.228495,
4990,PI(17:0_14:1)+NH4,31:1+75.04,"NL[PI,+NH4]+H",C0,2,26,535.4722736,2.10E+07,535.4720865,0.349438858,13.228495,
4991,PI(17:0_14:1)+NH4,C9 H13,C9H13,C2,2,0,121.1006312,15662.50054,121.1011765,-4.502355923,13.02021,
4991,PI(17:0_14:1)+NH4,C9 H15,C9H15,C2,2,1,123.1163008,15235.90989,123.1168265,-4.269754665,13.02021,
4991,PI(17:0_14:1)+NH4,C10 H15,C10H15,C2,2,2,135.116285,14985.71344,135.1168265,-4.007129014,13.02021,
4991,PI(17:0_14:1)+NH4,31:1+75.04,"NL[PI,+NH4]+H",C0,2,9,535.4721383,111245.0915,535.4720865,0.096840472,13.02021,
4992,PI(17:0_14:1)+NH4,C9 H13,C9H13,C2,2,1,121.1014668,2068.006117,121.1011765,2.3970862,13.039598,
4992,PI(17:0_14:1)+NH4,C10 H15,C10H15,C2,2,2,135.1164114,2927.936869,135.1168265,-3.071899674,13.039598,
5152,PI(17:0_14:1)+NH4,C9 H13,C9H13,C2,2,1,121.1006312,10145.85547,121.1011765,-4.502355923,13.0202,
5152,PI(17:0_14:1)+NH4,C9 H15,C9H15,C2,2,3,123.1163008,9869.518555,123.1168265,-4.269754665,13.0202,
5152,PI(17:0_14:1)+NH4,C10 H15,C10H15,C2,2,5,135.116285,9707.446289,135.1168265,-4.007129014,13.0202,
5152,PI(17:0_14:1)+NH4,C10 H15_13C1,C10H15_13C1,ISO,2,6,136.119693,7609.806641,136.1201815,-3.588584066,13.0202,
5152,PI(17:0_14:1)+NH4,31:1+75.04,"NL[PI,+NH4]+H",C0,2,25,535.4721383,72062.35156,535.4720865,0.096840472,13.0202,
5152,PI(17:0_14:1)+NH4,31:1+75.04_13C1,"NL[PI,+NH4]+H_13C1",ISO,2,26,536.4763779,361041.2813,536.4754415,1.745560288,13.0202,
5152,PI(17:0_14:1)+NH4,31:1+75.04_13C2,"NL[PI,+NH4]+H_13C2",ISO,2,27,537.4796797,270935.6875,537.4787965,1.643328703,13.0202,
5158,PI(17:0_14:1)+NH4,C9 H13,C9H13,C2,2,1,121.1014668,1733.467285,121.1011765,2.3970862,13.039588,
5158,PI(17:0_14:1)+NH4,C10 H15,C10H15,C2,2,2,135.1164114,2454.288086,135.1168265,-3.071899674,13.039588,
5158,PI(17:0_14:1)+NH4,31:1+75.04_13C1,"NL[PI,+NH4]+H_13C1",ISO,2,13,536.4771411,33068.77734,536.4754415,3.168119414,13.039588,
5158,PI(17:0_14:1)+NH4,31:1+75.04_13C2,"NL[PI,+NH4]+H_13C2",ISO,2,14,537.479335,84286.57031,537.4787965,1.001886202,13.039588,
5214,PI(17:0_14:1)+NH4,C7 H13,C7H13,C2,2,18,97.10165007,531324.0625,97.10117647,4.877314865,13.228485,
5214,PI(17:0_14:1)+NH4,C8 H13,C8H13,C2,2,23,109.1015804,678352.25,109.1011765,3.702295575,13.228485,
5214,PI(17:0_14:1)+NH4,C9 H13,C9H13,C2,2,27,121.1015606,395334.0938,121.1011765,3.171811635,13.228485,
5214,PI(17:0_14:1)+NH4,C9 H15,C9H15,C2,2,28,123.1170576,292267.6563,123.1168265,1.877469746,13.228485,
5214,PI(17:0_14:1)+NH4,C9 H17,C9H17,C2,2,29,125.1327496,51581.39453,125.1324765,2.183057474,13.228485,
5214,PI(17:0_14:1)+NH4,C10 H15,C10H15,C2,2,30,135.1169941,268475.5,135.1168265,1.240325741,13.228485,
5214,PI(17:0_14:1)+NH4,C10 H17,C10H17,C2,2,31,137.1328628,127906.1797,137.1324765,2.817261488,13.228485,
5214,PI(17:0_14:1)+NH4,C11 H17,C11H17,C2,2,32,149.1325143,75151.88281,149.1324765,0.253741212,13.228485,
5214,PI(17:0_14:1)+NH4,14:1+75.04,MG(R1)-OH,C01,2,40,283.2271655,79182.70313,283.2267715,1.391298405,13.228485,
5214,PI(17:0_14:1)+NH4,17:0+75.04,MG(R2)-OH,C01,2,41,327.2908778,170062.9531,327.2893715,4.602388369,13.228485,
5214,PI(17:0_14:1)+NH4,31:1+75.04,"NL[PI,+NH4]+H",C0,2,42,535.4722736,4930266,535.4720865,0.349438858,13.228485,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
4933,PS(17:0_14:1)+H,C8 H13,C8H13,C2,2,21,109.1016454,5332118.683,109.1011765,4.298532711,13.34548,
4933,PS(17:0_14:1)+H,C8 H15,C8H15,C2,2,23,111.11721,1785254.262,111.1168265,3.451437788,13.34548,
4933,PS(17:0_14:1)+H,C9 H13,C9H13,C2,2,24,121.1015411,2859781.804,121.1011765,3.011053421,13.34548,
4933,PS(17:0_14:1)+H,C9 H15,C9H15,C2,2,25,123.1171944,2267194.75,123.1168265,2.988666813,13.34548,
4933,PS(17:0_14:1)+H,C9 H17,C9H17,C2,2,26,125.1328936,484980.7503,125.1324765,3.333181843,13.34548,
4933,PS(17:0_14:1)+H,C10 H15,C10H15,C2,2,27,135.1170953,2767902.63,135.1168265,1.989530034,13.34548,
4933,PS(17:0_14:1)+H,C10 H17,C10H17,C2,2,28,137.132943,571675.1159,137.1324765,3.402102199,13.34548,
4933,PS(17:0_14:1)+H,C11 H17,C11H17,C2,2,29,149.1323981,655233.2294,149.1324765,-0.52529845,13.34548,
4933,PS(17:0_14:1)+H,14:1+75.04,MG(R1)-OH,C01,2,36,283.2279931,1234716.629,283.2267715,4.313247696,13.34548,
4933,PS(17:0_14:1)+H,17:0+75.04,MG(R2)-OH,C01,2,38,327.2902769,1409245.331,327.2893715,2.766461573,13.34548,
4933,PS(17:0_14:1)+H,31:1+75.04,NL[PS],C0,2,42,535.4720941,2.09E+07,535.4720865,0.014266086,13.34548,
4934,PS(17:0_14:1)+H,C8 H13,C8H13,C2,2,19,109.1015733,15171.79839,109.1011765,3.6375812,13.21009898,
4934,PS(17:0_14:1)+H,31:1+75.04,NL[PS],C0,2,35,535.4707988,2282.943543,535.4720865,-2.404737893,13.21009898,
4934,PS(17:0_14:1)+H,31:1+75.04_13C1,NL[PS]_13C1,ISO,2,36,536.4776272,22071.01677,536.4754415,4.074165269,13.21009898,
5147,PS(17:0_14:1)+H,C8 H13,C8H13,C2,2,12,109.1016758,12663.74512,109.1011765,4.576682415,13.002972,
5147,PS(17:0_14:1)+H,C9 H13,C9H13,C2,2,14,121.1017818,7470.81543,121.1011765,4.998394135,13.002972,
5147,PS(17:0_14:1)+H,C9 H15,C9H15,C2,2,15,123.1170605,4908.932617,123.1168265,1.901180921,13.002972,
5147,PS(17:0_14:1)+H,C10 H15,C10H15,C2,2,17,135.1169827,4316.183594,135.1168265,1.156071241,13.002972,
