Molecule List,Molecule,Mean Best Retention Time,Stdev Best Retention Time,Cv Best Retention Time,Mean Total Area,Stdev Total Area,Cv Total Area,Precursor Mz,Precursor Adduct,9- Sum Total Area,11- Sum Total Area,13- Sum Total Area,15- Sum Total Area,18- Sum Total Area,20- Sum Total Area,22- Sum Total Area,24- Sum Total Area,26 Sum Total Area
TG,TG(16:1_16:1_18:1),23.22,0.01,0%,610187552,9208878,1.50%,846.754517,[M+NH4],599078080,#N/A,#N/A,#N/A,606359680,#N/A,619201408,#N/A,616111040
TG,TG(3:0_16:0_15:1),13.64,0.04,0.30%,74593704,1966431,2.60%,631.490811,[M+Na],75722824,74980280,74271216,73575248,72267768,74339904,76010368,78281568,71894160
TG,TG(16:0_2:0_18:1)+OO:(s),17.32,0.02,0.10%,83404395,2236271,2.70%,691.51194,[M+Na],84762160,82094680,80393576,84532248,79386376,85555888,83925648,85063096,84925880
TG,TG(16:0_16:1_16:2),22.5,0.02,0.10%,1721119744,49564551,2.90%,818.723217,[M+NH4],#N/A,1772322304,1717662720,#N/A,#N/A,1673374208,#N/A,#N/A,#N/A
TG,TG(O-37:4_3:0),19.17,0.02,0.10%,20677687,652812,3.20%,690.603101,[M+NH4],20322510,20787388,19739462,20011828,20377010,21151516,20968366,21912746,20828358
TG,TG(O-7:0_8:0_24:1),19.74,0.01,0%,132134239,4367766,3.30%,682.634402,[M+NH4],137289280,128474664,137959968,129975176,131182792,137892960,127479256,130924936,128029120
TG,TG(18:0_18:1_18:2),24.67,0.01,0%,314697643,10816363,3.40%,902.817117,[M+NH4],311386816,322714752,309401248,328460160,315260416,294768000,321277568,304445632,324564192
TG,TG(18:3_18:3_20:5),20.87,0.02,0.10%,24189279,838360,3.50%,914.723217,[M+NH4],23147468,23169958,24705998,23112008,24278270,24656372,25332394,24413256,24887786
PE,PE(18:1_18:1),16.67,0.01,0.10%,344800619,13624611,4%,744.553782,[M+H],336160640,335855392,353989664,334304352,333308544,363155872,337458336,369067936,339904832
BisMePE,BisMePE(16:1_18:1),16.67,0.01,0.10%,344800619,13624611,4%,744.553782,[M+H],336160640,335855392,353989664,334304352,333308544,363155872,337458336,369067936,339904832
MePC,MePC(39:10),19.65,0.01,0.10%,9054038,398887,4.40%,827.545957,[M+H],9334241,9370265,8594961,8694128,9022105,8975059,9398188,8488192,9609203
TG,TG(34:1_16:1)+OO:(s),20.89,0.03,0.10%,35237542,1607783,4.60%,880.759996,[M+NH4],36912044,38024912,36132552,35194032,33591044,33270522,34714400,35586544,33711828
TG,TG(16:1_16:1_16:1),22.48,0.02,0.10%,1768975815,82713787,4.70%,818.723217,[M+NH4],1717989120,1772322304,1717662720,1852515584,1829985152,1677311872,1854405632,1643671936,1854918016
DGDG,DGDG(8:0_22:1),18.27,0.02,0.10%,478225255,22584946,4.70%,885.554593,[M+Na],465344544,466429344,531745184,459799552,471388736,463398080,474391424,476365504,495164928
TG,TG(29:7_16:3)+OO:(s),19.93,0.02,0.10%,7924382,391514,4.90%,794.556545,[M+NH4],7143100,7751865,7700260,8120127,7805170,7840978,8328125,8250271,8379548
MePC,MePC(26:4),2.51,0.02,0.80%,35358652,1742520,4.90%,657.436406,[M+H],34765292,34403204,33669400,36640084,32959146,36589352,34221900,38154140,36825352
TG,TG(30:7_4:0_4:0),12.08,0.02,0.10%,6352057,315804,5%,670.504116,[M+NH4],5843957,6171993,6658058,5937461,6479261,6270279,6745105,6541274,6521125
DG,DG(O-15:1_24:1),19.38,0.01,0.10%,43464168,2199850,5.10%,666.639487,[M+NH4],42817644,43719292,44763784,41983916,40160192,46223536,40765672,46165968,44577504
PI,PI(O-20:5_23:4),10.39,0.01,0.10%,96575849,4941349,5.10%,955.567086,[M+Na],89230400,94949272,90621368,98558344,94819184,96016464,102510368,98301976,104175264
Cer,Cer(d17:0_23:0)+2O:(s),19.1,0.01,0.10%,92033883,4691328,5.10%,656.618751,[M+H],91847224,88767296,100671928,89891512,91827040,95568496,86271928,96215072,87244448
PC,PC(O-36:2),17.33,0.02,0.10%,86740070,4543376,5.20%,772.621467,[M+H],78866576,86384656,81087040,85945624,85615160,89230520,90722456,92744960,90063640
DG,DG(18:0_18:0),20.84,0.01,0.10%,41296648,2154648,5.20%,642.603101,[M+NH4],41666716,40322792,45123380,41875504,41226208,37559156,39149908,42669752,42076420
TG,TG(18:0_18:2_18:3),23.49,0.02,0.10%,240885458,12722735,5.30%,898.785817,[M+NH4],252446400,248348448,221720752,254279920,246862384,244225376,238445648,218502624,243137568
Cer,Cer(t18:0_24:1),19.38,0.01,0.10%,43474710,2294890,5.30%,666.639486,[M+H],42817644,43719292,46929592,41983916,40160192,46223536,40765672,44095040,44577504
PC,PC(16:0_19:1),17.25,0.01,0.10%,1095110556,60296727,5.50%,774.600732,[M+H],1027933696,1079976192,1087536768,1074433024,1001130368,1153720320,1112826752,1198320384,1120117504
AcHexSiE,AcHexSiE (18:2),20.58,0.01,0.10%,9097102,522314,5.70%,856.702481,[M+NH4],8682924,8750116,10065207,9301874,8807021,9421653,8900100,9543504,8401522
Co,Co(Q10),22.74,0.02,0.10%,13262005,766605,5.80%,880.717737,[M+NH4],12525577,13983482,13112722,13628366,13991792,12834529,14399968,12192725,12688885
PA,PA(24:2_18:1),16.92,0.01,0%,895885831,52871099,5.90%,800.616383,[M+NH4],846903808,852466944,882321856,861265536,856896896,940954304,898173824,1008891072,915098240
PC,PC(16:0_15:0),14.96,0.03,0.20%,142148464,8563214,6%,720.553782,[M+H],134379344,134502272,144462128,144227984,159328208,150184736,135137200,141981328,135132976
PC,PC(19:1_19:1),18.14,0.01,0.10%,236388985,14226487,6%,836.613977,[M+Na],232073952,225792352,224129632,223824960,220696288,254915248,239143232,253422208,253502992
TG,TG(18:3_18:3_18:3),21.29,0.01,0.10%,1612096725,99011624,6.10%,890.723217,[M+NH4],1650252672,1522396928,1693324800,1532863488,1519055616,1753551232,1547942016,1747540992,1541942784
DG,DG(O-15:1_16:0),15.35,0.02,0.10%,34771570,2169028,6.20%,556.529936,[M+NH4],36595520,33530826,34524020,35090052,31267550,32303104,35701224,38333844,35597992
Co,Co(Q8),19.98,0.01,0.10%,18139633,1127984,6.20%,744.592537,[M+NH4],17922526,17206084,17810594,17896100,18125224,17727218,20529010,19281814,16758127
Cer,Cer(d18:0_16:0)+O:(s),15.35,0.02,0.10%,34771570,2169028,6.20%,556.529936,[M+H],36595520,33530826,34524020,35090052,31267550,32303104,35701224,38333844,35597992
DGDG,DGDG(19:1_19:1),17.92,0.02,0.10%,26357651,1640205,6.20%,990.708748,[M+NH4],26337222,24385722,27497600,25272384,24096944,28648734,25950518,28502806,26526932
PC,PC(O-41:11),16.46,0.02,0.10%,77331388,4888642,6.30%,824.558867,[M+H],72769112,74512272,70580368,77309304,77550336,78982760,74934280,84142424,85201632
DG,DG(18:2_18:2),16.63,0.01,0%,315117838,20171221,6.40%,634.540501,[M+NH4],285985184,288024864,318408704,312034080,301332896,333756960,320281184,341978240,334258432
DG,DG(O-15:1_22:0),19.53,0.01,0.10%,17257448,1101684,6.40%,640.623837,[M+NH4],17366392,17465282,19418978,17647930,16166033,17335060,16173850,17911224,15832282
DGDG,DGDG(17:0_20:1),17.31,0.02,0.10%,19803393,1267486,6.40%,983.664144,[M+Na],18803464,18943024,17872680,19590018,19271792,21498878,21580060,19856150,20814474
TG,TG(16:2_18:3_18:3),21.12,0.01,0.10%,53531296,3521356,6.60%,864.707566,[M+NH4],54165856,49810024,59274736,49006096,53055984,53394084,54487920,58112044,50474924
DG,DG(18:2_20:5),16.63,0.02,0.10%,210403460,13927134,6.60%,639.498301,[M+H],201079040,195890640,191090016,211905168,203220320,211279408,221098016,226039472,232029056
Hex1Cer,Hex1Cer(d20:1_14:1)+2O:(s),11.19,0.02,0.10%,7956284,523255,6.60%,730.546374,[M+H],7801358,7434974,8113475,8260316,7716765,9151688,7759726,7912517,7455738
PI,PI(15:0_15:0),12.78,0.02,0.10%,39297008,2581945,6.60%,800.528355,[M+NH4],39760352,35962936,39486464,37195336,36879716,42061208,38646908,44153812,39526340
PC,PC(36:2),18.34,0.02,0.10%,74869139,5053198,6.70%,786.600732,[M+H],76100312,69793160,72694024,73602512,70041632,79890408,76639536,84770688,70289976
TG,TG(16:1_16:1_20:5),21.74,0.02,0.10%,186240284,12496571,6.70%,866.723217,[M+NH4],203323440,174870624,196031232,182096128,168845872,199195808,178626768,196244448,176928240
PE,PE(O-28:5_16:0),20.19,0.02,0.10%,11651008,790297,6.80%,836.652768,[M+H],12592420,11504199,11020384,11525551,10628155,11027280,11941148,13112281,11507653
TG,TG(16:0_16:1_16:1),23.26,0.01,0.10%,2442401664,165667038,6.80%,820.738867,[M+NH4],2426581504,2579129088,2353882624,2599543552,2565587712,2329828096,2525315840,2084878208,2516868352
DG,DG(O-9:0_17:2),11.97,0.01,0.10%,5908259,401873,6.80%,484.436036,[M+NH4],5541717,5489289,6554983,6128553,5658545,6223719,6022292,5386250,6168985
PE,PE(15:0_17:1),14.67,0.01,0.10%,291997559,20165533,6.90%,690.506832,[M+H],287454432,257504464,297215040,304941792,304202912,306184928,276476096,272434976,321563392
PI,PI(19:0_16:1),15.5,0.02,0.10%,32534069,2240339,6.90%,868.590956,[M+NH4],31938344,31331006,31486150,30634404,33922736,33788880,29069786,36467208,34168104
Co,Co(Q9),21.47,0.02,0.10%,10101177,693104,6.90%,812.655137,[M+NH4],10408330,9377838,10695587,9614724,9206420,10754607,9960893,11204532,9687661
LPC,LPC(18:1)+D7:(s),3.66,0.01,0.20%,6693844,460745,6.90%,529.399353,[M7D+H],6013813,6418956,6140863,6741043,6935922,6537329,6984923,7015813,7455932
LPC,LPC(30:0),15.23,0.02,0.10%,243109925,16686811,6.90%,692.558867,[M+H],230505776,219433472,240280960,234330160,228103808,253975184,252032256,270625472,258702240
Cer,Cer(d17:0_16:0),15.37,0.02,0.10%,22122917,1515977,6.90%,526.519371,[M+H],22690212,24889676,20751822,22566412,21982406,19682896,22073106,23314476,21155248
PE,PE(16:1_16:1),13.74,0.01,0.10%,205482428,14451695,7%,688.491181,[M+H],199465696,189507584,212862096,193719584,188876160,223785312,205405136,229466304,206253984
Cer,Cer(d17:0_15:0)+O:(s),13.95,0.02,0.10%,30303271,2110945,7%,528.498636,[M+H],28237370,29977912,31317800,27956136,27105332,32854376,31817130,32634216,30829168
WE,WE(O-22:2),2.64,0.01,0.50%,8173046,568771,7%,354.336656,[M+NH4],7302822,7706727,8699893,8222926,7426908,8263633,8774669,8385967,8773870
PG,PG(33:0),16.2,0.01,0.10%,90850198,6484082,7.10%,754.559262,[M+NH4],91791304,81305664,89616792,88788648,87280560,99373624,88241136,102724808,88529248
PC,PC(16:1_17:1),16.66,0.02,0.10%,53837738,3861922,7.20%,766.535726,[M+Na],55455244,45087188,53809640,54065800,53248316,52270428,54990392,59296712,56315920
TG,TG(17:2_3:0_14:0),17.97,0.01,0%,116880611,8447286,7.20%,624.519766,[M+NH4],103224216,112304976,112428168,119221560,114674856,117358056,124909672,#N/A,130923384
TG,TG(18:2_18:3_20:5),21.47,0.02,0.10%,50554525,3652552,7.20%,916.738867,[M+NH4],46413592,53100668,53851936,51586368,44967900,46007700,52213592,53584904,53264068
DG,DG(16:1_16:1),16.06,0.01,0.10%,197341977,14147546,7.20%,587.464596,[M+Na],187176080,178633920,182057616,194382096,187936064,210978704,208183920,213163872,213565520
TG,TG(P-40:12_18:3),18.86,0.02,0.10%,10593039,773136,7.30%,918.697002,[M+NH4],10975569,9387226,10447634,10763961,9667965,11404762,9970106,11198977,11521148
PC,PC(20:4_18:1),16.47,0.01,0.10%,616586039,45617413,7.40%,808.585082,[M+H],#N/A,587619328,539505920,614410112,598202496,#N/A,656301248,662296256,657766912
PC,PC(34:0),16.8,0.02,0.10%,548645920,40435689,7.40%,762.600732,[M+H],525243104,535884096,519799008,506402784,565202496,561622976,#N/A,#N/A,626366976
TG,TG(25:2_18:1)+O:(s),16.98,0.01,0.10%,139266282,10327442,7.40%,764.639881,[M+NH4],133145912,125490664,143510144,130445720,132344064,147720448,138942976,159268096,142528512
PC,PC(30:0),14.03,0.02,0.20%,457737817,34149171,7.50%,706.538132,[M+H],433099520,417019616,470577088,432163648,424037856,493650784,458782784,517725344,472583712
PI,PI(19:0_18:1),16.77,0.02,0.10%,22764738,1704043,7.50%,896.622256,[M+NH4],23264772,22394742,25911962,22025850,20806022,22477574,21739460,25022354,21239902
PC,PC(16:0_17:0),16.56,0.02,0.10%,397386624,30105755,7.60%,748.585082,[M+H],379458880,339187072,391254560,397370528,377539840,432078976,416110208,435350048,408129504
PC,PC(15:1_15:0),15.24,0.01,0.10%,142655738,10883529,7.60%,704.522482,[M+H],132499720,131291880,149122336,133596968,134810672,156952096,136425984,153785360,155416624
PE,PE(39:5),17.54,0.01,0.10%,21509139,1628986,7.60%,780.553782,[M+H],22589828,19461594,21256558,20210770,21353254,24842864,21020002,22591378,20256002
Cer,Cer(d16:0_22:1),18.15,0.02,0.10%,29040639,2220448,7.60%,594.581972,[M+H],28770480,26574916,27067500,28037794,27652786,30702622,28746682,33802596,30010378
DG,DG(16:0_10:0),8.43,0.02,0.20%,10533255,816313,7.70%,502.446601,[M+NH4],9453340,9451365,10722622,10966019,9556353,11110820,11563240,11055340,10920199
Cer,Cer(d18:0_23:0)+2O:(s),19.68,0.01,0.10%,57845376,4453266,7.70%,670.634401,[M+H],63835332,57249240,65246184,58258640,54460676,57882580,54467168,58039076,51169484
MG,MG(O-29:8),9.61,0.02,0.20%,6101064,474207,7.80%,483.383272,[M+H],5468033,5738059,6571507,5412507,5932230,6325641,6613298,6526518,6321781
TG,TG(16:3_18:3_18:3),20.47,0.01,0.10%,69768528,5530979,7.90%,862.691916,[M+NH4],71429632,61365452,76713056,67019392,62908388,72412312,70009968,77512816,68545736
Cer,Cer(d18:0_21:0),19.72,0.02,0.10%,13968573,1096647,7.90%,610.613272,[M+H],13478103,12822302,14629909,13724088,12355813,15026480,15924274,13814288,13941896
WE,WE(O-11:0_18:2),3.2,0.01,0.40%,12404082,982723,7.90%,457.401602,[M+Na],11715703,11532359,12429468,11148526,11708202,13947826,12671295,13777025,12706333
TG,TG(3:0_19:0_19:0),15.92,0.01,0.10%,33279323,2668769,8%,709.634067,[M+H],32276334,33254572,33021260,31210712,29000654,37800128,33122816,36852092,32975340
Co,Co(Q8),20,0.03,0.10%,6875695,550411,8%,727.565987,[M+H],6507291,6520391,6413314,6990800,6112915,7134069,7780212,7559581,6862680
MG,MG(O-25:3),11.57,0.02,0.20%,11871549,949499,8%,454.425471,[M+NH4],11449140,10647229,13407038,10879101,11759739,12672395,11339853,12980320,11709122
PC,PC(P-40:12),2.29,0.02,0.70%,92552675,7514880,8.10%,806.511917,[M+H],85214160,87447312,94110208,86499512,83288256,103274224,92723760,102926224,97490416
TG,TG(6:0_9:0_22:1),16.67,0.02,0.10%,14371798,1157922,8.10%,668.582366,[M+NH4],12971719,13417068,12817722,15139333,14257274,14639162,14718606,16452948,14932353
PE,PE(O-31:2),13.7,0.02,0.20%,20956575,1727279,8.20%,660.496267,[M+H],20019018,18275698,19973726,21673372,22397682,22103202,19444194,23893718,20828564
MGDG,MGDG(18:2_18:3),14.03,0.03,0.20%,15987925,1304480,8.20%,799.53307,[M+Na],15519762,14309645,16483074,14851161,14444380,16738442,17136550,18157192,16251117
TG,TG(11:0_16:0),9.7,0.01,0.20%,5354910,444662,8.30%,530.441515,[M+NH4],5304114,5277059,4894048,4576055,5223290,5877899,5964176,5428123,5649426
TG,TG(16:0_16:1_18:2),23.23,0.02,0.10%,579419004,48773249,8.40%,846.754517,[M+NH4],595080256,602740224,537381952,642488768,606359680,544095744,619201408,484915744,582507264
Cer,Cer(t20:1_18:1),17.2,0.02,0.10%,14630531,1233522,8.40%,590.550672,[M+H-H2O],13446590,13705996,16829944,14968472,13683587,14909874,16228446,14457259,13444609
WE,WE(O-24:3),6.56,0.02,0.20%,5479468,460560,8.40%,380.352306,[M+NH4],5437176,4860663,5819482,4816213,5309949,6190597,5303694,5795438,5781998
TG,TG(18:0_17:3),11.78,0.02,0.10%,635781340,53999993,8.50%,619.493216,[M+H],615808320,548447680,636089984,608976512,581885248,687196352,650724928,723377024,669526016
PC,PC(16:3_15:2),13.76,0.01,0.10%,18878645,1617053,8.60%,732.457476,[M+Na],21151532,18328546,17886716,16682012,16978876,19061204,18623170,20702558,20493190
PE,PE(15:1_17:1),13.4,0.01,0.10%,44309519,3808885,8.60%,688.491181,[M+H],42316076,38878424,48803760,42499336,39402584,48155976,46419280,48273896,44036336
DG,DG(15:1_20:1),13.46,0.02,0.10%,12821412,1107433,8.60%,624.556151,[M+NH4],11797201,11934821,12638547,11770963,11847906,14300312,12865026,14528395,13709541
PI,PI(22:0_23:0),20.81,0.03,0.10%,15914853,1367097,8.60%,1010.763106,[M+NH4],16751532,15339762,15317578,15746260,13012544,17667094,16682544,17086032,15630329
PE,PE(O-34:5),14.79,0.01,0.10%,18842797,1639094,8.70%,696.496267,[M+H],21067708,19408928,18157668,17711034,17686924,20281096,16467655,20951332,17852830
PE,PE(18:1_15:0),16.18,0.01,0.10%,304524610,26406628,8.70%,704.522482,[M+H],290813216,266184112,316190816,311201664,275692512,327394272,293440288,351976864,307827744
DG,DG(O-10:0_14:2),9.82,0.01,0.10%,10223745,894269,8.70%,456.404736,[M+NH4],9922035,8528618,11572967,9978646,9631847,10129082,10548942,11238963,10462608
PEt,PEt(P-4:0_17:2),7.46,0.02,0.20%,22444388,1950349,8.70%,503.313217,[M+H],21761060,19771048,22838992,20507602,20573068,24587554,22853428,25489434,23617308
MGDG,MGDG(16:3_18:3),11.32,0.01,0.10%,7701992,671652,8.70%,769.486119,[M+Na],6928683,6777545,7947156,7885531,7026703,8588206,7514125,8255737,8394244
TG,TG(23:2_16:0)+O:(s),15.58,0.01,0.10%,266293867,23417939,8.80%,710.592931,[M+NH4],257511792,238106032,258808240,252169392,252241392,291462400,258208048,314326944,273810560
MG,MG(22:1),5.63,0.01,0.20%,29284127,2586546,8.80%,413.362536,[M+H],26731012,27151240,27538218,29205160,27759708,32289868,28122124,34319420,30440392
PC,PC(P-10:0_14:2),15.84,0.02,0.10%,22724398,2032508,8.90%,602.418017,[M+H],19909298,22121740,21758320,22661832,23070940,23787990,21728132,22147500,27333826
PE,PE(16:0_17:0),16.83,0.02,0.10%,94763437,8415419,8.90%,706.538132,[M+H],95634664,88964104,102545040,81164320,95264608,102797016,87405144,107356832,91739208
DG,DG(5:0_19:2),4.63,0.02,0.40%,9873352,882027,8.90%,453.357451,[M+H],9910052,8345182,10208226,8655586,9517561,10521183,10345394,10342007,11014973
DG,DG(16:0_18:2),17.65,0.01,0.10%,184809532,16404097,8.90%,610.540501,[M+NH4],169446208,153560416,188156304,188918176,176525824,199404224,185416416,208360784,193497440
TG,TG(35:2_17:0),24.71,0.02,0.10%,272725518,24673250,9%,876.801467,[M+NH4],278751808,296858144,248277024,307885312,289567232,245364032,277374880,235846368,274604864
SM,SM(d44:5),9.64,0.01,0.10%,1985644,178346,9%,835.668752,[M+H],2071600,1707201,2188430,1885425,1805733,2223392,1866469,2105075,2017471
PC,PC(O-42:13),12.63,0.02,0.20%,13884553,1265028,9.10%,834.543217,[M+H],13287584,12873208,13964125,12800190,12382282,15142199,14014793,16402842,14093752
TG,TG(26:8_6:0)+O:(s),3.08,0.01,0.40%,19992006,1809669,9.10%,583.36293,[M+H],17184282,18885734,18044314,20819730,20947000,19019570,21696508,20604906,22726014
TG,TG(14:0_16:0_16:1),23.35,0.02,0.10%,258108412,23585558,9.10%,794.723217,[M+NH4],236906096,241092912,253020448,265429600,263048624,234429952,279253376,242993168,306801536
TG,TG(23:1_19:0)+O:(s),18.39,0.02,0.10%,17444182,1584679,9.10%,754.655531,[M+NH4],17657896,14120362,17786972,16732544,16819106,19061356,16957768,19526444,18335192
DG,DG(O-7:0_14:2),3.68,0.02,0.50%,53896206,4918419,9.10%,397.331236,[M+H],48799888,#N/A,53318776,49850976,52047700,57095740,49813772,63190588,57052208
Hex1Cer,Hex1Cer(d42:1)+2O:(s),19.05,0.02,0.10%,16709964,1526497,9.10%,844.687225,[M+H],17803410,15622458,18612980,15218306,15413109,19253206,15884626,17076354,15505225
PE,PE(16:0_19:1),17.52,0.02,0.10%,45085066,4167147,9.20%,732.553782,[M+H],45082340,39388716,45331848,41824668,51702784,42487284,42063384,50724404,47160164
DG,DG(18:1_22:1),20.77,0.03,0.10%,3690390,338037,9.20%,694.634402,[M+NH4],3931394,3624257,3920315,3570717,3835662,3952278,3899966,2890015,3588907
PI,PI(22:0_25:0),21.61,0.02,0.10%,11709948,1076478,9.20%,1038.794407,[M+NH4],11229318,11824812,11823189,11437430,11013535,12812178,10950427,13920800,10377840
PI,PI(16:0_18:2),13.97,0.01,0.10%,27721114,2580161,9.30%,852.559656,[M+NH4],23510932,29159424,28609130,24111496,25999638,28784020,31129572,29385380,28800436
PI,PI(O-34:2),14.24,0.02,0.10%,17628431,1637525,9.30%,838.580391,[M+NH4],17297710,17203596,15162645,17456078,19717818,16119886,16728525,20080158,18889460
MG,MG(O-25:7),3.71,0.02,0.40%,6693945,620399,9.30%,429.336321,[M+H],7128123,6340324,6455622,6739080,5772834,6504192,6218178,7267718,7819440
TG,TG(7:0_16:0_16:1)+O:(s),16.89,0.02,0.10%,38837266,3642142,9.40%,712.608581,[M+NH4],39039140,35715200,41101412,35784812,35214316,46016084,39775544,41276364,35612524
PC,PC(37:1),18.57,0.01,0.10%,129469620,12239540,9.50%,802.632032,[M+H],130201408,121257760,107305088,120981072,127273336,135985312,132904760,149488560,139829280
PC,PC(36:6),11.8,0.01,0.10%,14490032,1371229,9.50%,778.538132,[M+H],12512595,12449314,15398738,13632632,14441276,15146787,14945352,16466303,15417292
TG,TG(34:5_16:1)+OO:(s),19.14,0.03,0.10%,45970006,4380682,9.50%,855.670846,[M+H],48536600,47615368,40065548,45260592,50128240,43366680,39042756,51672060,48042212
TG,TG(16:1_18:1_18:1),23.95,0.01,0%,45350708,4307229,9.50%,874.785817,[M+NH4],46805372,46133968,45529272,#N/A,49996000,38288928,#N/A,#N/A,#N/A
MG,MG(22:3),4.94,0.01,0.30%,41192844,3921201,9.50%,409.331236,[M+H],38604224,35742176,42573772,39081916,38240200,45245552,39605736,48026856,43615164
DG,DG(O-15:1_19:3),17.65,0.01,0.10%,33458531,3202837,9.60%,575.503387,[M+H],29646686,30191804,34547864,32337282,30161466,36184904,32713400,37499236,37844140
DGDG,DGDG(16:0_18:2),15.21,0.03,0.20%,20154824,1942360,9.60%,934.646148,[M+NH4],18355472,18288950,20054312,21587138,17577280,23365894,19204636,21606892,21352840
PC,PC(O-42:11),17.29,0.03,0.20%,17689835,1709921,9.70%,838.574517,[M+H],16805040,18069736,15018516,19473884,16400575,15815482,19337786,19030090,19257404
TG,TG(O-18:1_4:0),4.94,0.01,0.20%,111648977,10818421,9.70%,427.341801,[M+H],106780784,95944240,112086576,104430176,103787728,122793016,109332008,130931504,118754760
TG,TG(32:6_2:0)+O:(s),11.98,0.03,0.20%,3264811,315495,9.70%,632.45208,[M+NH4],2890638,3007405,2952507,3275452,3377563,3139022,3349786,3488455,3902472
LPC,LPC(19:1),4.39,0.02,0.40%,29222465,2837348,9.70%,536.371066,[M+H],27721234,26680828,29417566,27482954,25785586,34136300,29271322,33304870,29201528
DGDG,DGDG(16:0_18:3),14.19,0.02,0.10%,10777948,1049636,9.70%,932.630498,[M+NH4],9207879,10639997,9397274,10803490,11146639,11545020,10399357,12600411,11261461
PG,PG(16:0_16:1),13.96,0.02,0.20%,46655643,4572307,9.80%,738.527961,[M+NH4],45988992,41887640,49475836,42467192,41677204,52177844,44750792,54366664,47108620
DG,DG(18:1_18:2),17.7,0.01,0.10%,183303145,17893435,9.80%,636.556151,[M+NH4],163547056,170739568,152903056,197187696,182636608,183660032,207418784,195131808,196503696
DG,DG(O-29:5_12:0),19.38,0.02,0.10%,14578701,1422368,9.80%,688.623837,[M+NH4],14015833,13377589,12147639,14851056,14981042,14899003,16336853,16722007,13877287
DG,DG(16:0_7:0),6.71,0.02,0.30%,1845807,180724,9.80%,460.39965,[M+NH4],1937310,1599370,1629064,1995002,1647722,1932541,1897359,2116732,1857166
MePC,MePC(28:7),4.46,0.02,0.40%,9975711,974322,9.80%,679.420756,[M+H],9335388,8611482,10059554,9258207,9085887,10762846,10217965,11548891,10901180
PC,PC(16:1_18:1),17.23,0.02,0.10%,51018774,5044827,9.90%,780.551377,[M+Na],55960164,45855032,43213448,45561820,53814068,55948064,53114700,55900576,49801092
PC,PC(41:2),17.15,0.01,0.10%,16858474,1662813,9.90%,878.660927,[M+Na],18366826,16620377,18773518,15206917,13596625,16465622,18286932,17603756,16805690
PE,PE(16:0_19:0),18.13,0.02,0.10%,55661569,5484750,9.90%,734.569432,[M+H],54351476,54766132,57278056,53307900,50605948,64166344,59364788,46156604,60956872
DG,DG(16:0_18:2),17.65,0.01,0.10%,200005769,19797835,9.90%,615.495896,[M+Na],183399680,168935040,177670448,207806544,194283344,211812000,210053616,223066000,223025248
DG,DG(16:1_18:1),17.42,0.01,0.10%,72688704,7163054,9.90%,610.540501,[M+NH4],64898648,68213568,73112824,64894056,66620212,75508384,74785944,84423064,81741640
TG,TG(P-23:6_21:1),21.23,0.01,0.10%,303934544,30367778,10%,721.576552,[M+H],300297120,297175552,235287792,293245440,297548416,319517248,325416736,334749888,332172704
PC,PC(19:2_18:1),16.47,0.02,0.10%,139370987,14080900,10.10%,798.600732,[M+H],116923160,129227248,145492144,135000800,127529560,140106960,162781536,154215888,143061584
PE,PE(34:5),13.75,0.02,0.10%,41001907,4120705,10.10%,710.475531,[M+H],39856400,34738168,37729156,44069616,44148240,48259316,37521416,41701924,40992924
TG,TG(3:0_20:1_20:1)+O:(s),18.17,0.02,0.10%,49852367,5043469,10.10%,766.655531,[M+NH4],49318244,43264520,52440416,49005492,48507384,54404548,52013504,57770312,41946880
DG,DG(18:1_18:1),18.65,0.01,0.10%,141256414,14292810,10.10%,643.527196,[M+Na],126310176,144366848,137750976,127233376,127835216,159110864,137434880,167152416,144112976
LPE,LPE(18:1),3.83,0.02,0.60%,9747450,985092,10.10%,480.308466,[M+H],9450053,8286437,10704736,10302336,10280934,11031384,#N/A,8663402,9260318
TG,TG(24:1_16:0)+O:(s),17.14,0.02,0.10%,96504643,9959832,10.30%,726.624231,[M+NH4],95957016,81092776,101383888,89070992,90606608,110490192,91918968,111514088,96507256
TG,TG(18:1_18:1_18:1)+OO:(s),21.6,0.02,0.10%,10966560,1134771,10.30%,934.806946,[M+NH4],13302280,11454072,11384589,10525735,11480447,10159574,10815951,9276216,10300177
LPE,LPE(16:0),3.59,0.01,0.30%,12193363,1254680,10.30%,454.292816,[M+H],12007601,10394892,12060399,11591612,10358285,13743145,13471511,13218094,12894724
BisMePA,BisMePA(35:4),16.83,0.03,0.20%,16677634,1717476,10.30%,728.522482,[M+NH4],13832408,18718352,18030932,16633172,14419680,18520686,16057572,17434934,16450971
PC,PC(O-38:10),10.79,0.02,0.20%,11814434,1223813,10.40%,784.527567,[M+H],11389063,9606746,11572936,10625826,12235758,12279669,12898596,11939445,13781871
PC,PC(O-31:6),2.76,0.01,0.40%,50410582,5243217,10.40%,694.480617,[M+H],48471612,46335004,50175228,48227392,42451428,58328892,48405152,57859440,53441088
DG,DG(6:0_7:0),1.55,0.01,0.80%,44992467,4657543,10.40%,325.198545,[M+Na],42270096,43286268,47021916,40294612,41528152,47579588,41505424,55222900,46223248
