GlobalID,19,22,36,28,44,49,35,40,52,27,43,48
1,0.973916323,0.00081206,1.389314677,-0.898365409,0.610636365,-0.907333843,1.076685702,-0.894093323,-0.894361312,1.328560199,-0.893020045,-0.892751395
2,-0.4015504,-0.2507836,-0.3828173,1.4264084,-0.4808868,1.3069046,-0.2877259,-0.0855764,0.786031,-1.4683971,1.2936458,-1.4552523
3,-0.89426274,0.4470917,-0.89613044,-0.20548676,1.9466475,0.02302061,-0.89654438,-0.88966257,1.67726155,0.27697392,-0.88882083,0.29991245
4,-0.655496,0.88700735,-0.79677808,-0.54673573,-1.84452557,0.0875533,1.11138299,0.10165233,1.48082624,-0.07207382,-0.86780212,1.11498909
5,-2.6170011,0.7566251,0.6430009,0.4730095,0.6756206,-0.6804158,0.1262354,0.4798443,0.8256549,0.4956356,-0.8671074,-0.311102
6,-0.82646815,-0.13192481,1.09427448,-1.86161073,0.52226319,0.61351358,0.67609082,0.51697005,0.65291151,0.62754757,-1.85528741,-0.02828011
7,-0.9556939,-0.9110165,1.3463961,-0.9527433,1.003015,0.6539142,0.9968693,0.8398305,-0.945329,-0.9640071,-0.9428454,0.8316102
8,-1.7864747,0.6223784,-0.8307741,-1.7847328,0.1462839,0.4960896,0.4671926,-0.5902087,0.6462555,0.9704446,0.7939605,0.8495852
9,0.2111292,-0.1234753,1.5410359,0.3007658,0.2900998,-0.4329919,0.4232336,0.3750411,1.4685995,-1.7474533,-1.0683031,-1.2376814
10,-1.3566583,-0.4756927,1.7816724,-0.192284,-0.5430421,-1.0239462,0.706261,-0.2765526,1.7766257,0.2448128,-0.7572446,0.1160485
11,0.21947362,0.13811221,1.13790956,-1.54071587,0.13135404,-0.02613859,0.69982734,0.55015285,1.21497003,0.53735628,-1.53138521,-1.53091626
12,0.2604638,0.437093113,1.026373473,0.005479879,0.022280516,-1.525020391,0.821006753,0.668306223,1.296277228,-1.520056469,0.007729443,-1.499933569
13,-0.917854,-0.7936906,0.2445519,1.0585853,-0.3350934,0.689792,-0.3363727,-0.8475191,1.8597509,1.2532948,-1.2019066,-0.6735386
14,-1.58780594,0.63028625,-1.59208673,-1.58494166,0.46906515,-0.02524842,0.83284517,0.64659935,1.05052653,0.65432494,0.10750489,0.39893046
15,-1.4541074,0.2793142,0.3639967,0.5084265,-1.4567895,-0.4750928,0.6153513,-1.4475013,1.6401895,0.7736436,0.1106121,0.5419571
16,-0.6488819,-1.3069449,1.5197693,-0.6878931,0.6643027,-0.7558757,0.5277802,-0.3615683,2.0574812,-0.2303456,-0.1924065,-0.5854173
17,-0.28036,0.5218821,1.2762042,-0.3939213,-1.3943173,-0.3313993,0.1730215,0.8200668,1.9589789,-1.3089481,-0.6094127,-0.4317947
18,0.5578231,-0.6556861,1.0244634,1.0233461,0.7845613,-0.2098516,0.2784138,-0.4206235,-1.7728533,0.1965786,0.9646725,-1.7708442
19,-0.32114557,0.56164988,1.18504338,0.24302196,0.41532334,-0.27389406,0.33545314,-2.85170036,0.78253846,-0.10770245,-0.01010718,0.04151945
20,0.1607553,0.6944006,-2.0078001,0.5373454,0.7200521,0.4151244,0.5783872,0.6455292,0.6412834,0.1719623,-1.9926205,-0.5644192
21,-1.07117614,-1.04061271,0.03626847,0.5230213,0.89423729,-1.08051822,-1.07486134,-1.06374616,1.47759319,0.49733226,0.93581187,0.96665018
22,1.03839023,-0.24050066,0.84600869,1.05215047,0.15023895,-0.09317472,-0.72522449,0.20375336,0.89522316,-1.80020373,0.45922484,-1.7858861
23,1.08511274,0.07054918,-1.8375847,1.09929357,0.16981474,-0.08036204,-0.7324076,0.22496484,0.9375697,0.40029342,0.48824491,-1.82548876
24,1.0160638,-0.8972189,1.0152157,0.9714411,1.4376083,0.9253693,0.138994,-0.9194926,-0.9198194,-0.9321221,-0.9181835,-0.9178559
25,-2.13441887,-0.42021743,0.82277078,0.28444627,0.16587244,-0.85266458,0.73663549,-0.08743862,1.52619415,0.83951361,0.18540178,-1.06609501
26,-1.58427488,-0.10186493,-0.08190516,-0.45026599,-0.89309685,-0.92181494,-0.96676586,0.90815796,0.50464993,0.95135145,0.97882932,1.65699996
27,0.518848,0.8258609,1.0749112,0.7951331,0.6181646,0.1324278,-1.3198435,-1.3052325,-1.3056788,0.9572878,0.3111196,-1.3029981
28,-1.6212735,-1.5729218,0.8096713,0.5415979,-1.6260458,0.1207089,0.5620349,0.5288552,1.1243406,0.3890472,0.3398177,0.4041673
29,-0.9451699,-0.9033398,1.1565902,0.9259916,-0.9492985,0.5618555,-0.9502136,-0.935001,1.4285401,0.7924143,0.7503058,-0.9326745
30,-0.2475819,0.8267638,1.2726218,-0.40820189,0.52685392,-2.12228306,0.05113823,1.5134125,0.09610599,-0.85265031,-0.79859056,0.14241149
31,-1.21303356,-0.6131016,1.97660304,1.42905956,-0.23730818,-1.19769785,-0.02908218,-0.50553307,0.46864302,-0.53542146,-0.42179915,0.87867144
32,-0.21874441,-0.63618453,-2.84538844,0.73848279,0.16906011,0.32285935,0.04595857,-0.10736901,0.75507772,0.78948178,0.29452291,0.69224316
33,-1.8611481,0.6149375,0.6803245,-1.8598065,-1.125071,0.3379341,0.7404439,0.6555603,0.6064833,0.4854205,0.2848516,0.4400699
34,-0.6516226,-0.153133,1.4801194,-0.5171804,-0.3647816,-1.5055299,0.4508542,0.3741815,2.008156,0.340328,-0.47147,-0.9899215
35,-0.03653807,-0.9990163,-2.7070609,0.31950196,0.11554105,-0.27538751,0.55665622,0.24562259,1.02814991,0.50465664,0.72547724,0.52239716
36,0.08817397,1.29155184,0.86135271,0.32856778,-2.41055561,-0.31102152,0.41451134,0.79392734,0.61008435,-0.11070445,-1.06925915,-0.48662861
37,0.5195769,1.003206,0.514991,0.7078957,-1.1126179,-1.1218892,-1.1135978,0.844867,1.2327062,-1.116532,0.7362087,-1.0948148
38,-1.6531116,0.7521335,-0.2864191,0.735756,0.6626856,-2.0419577,0.2000135,-0.40949,1.1316648,-0.2537299,0.9283717,0.2340831
39,-0.3196217,-0.2378096,0.9577227,0.295487,0.3523047,-1.7391551,0.6222803,0.5958828,1.8473084,-1.3531991,-0.2101555,-0.8110448
40,-1.2538724,0.2069407,1.7181204,-0.54602,-0.7604658,-1.1444082,1.1004991,0.6728091,0.2933607,1.1862535,-0.7851525,-0.6880647
41,-0.9429839,-0.9529443,0.237915,-0.6743316,-0.7967203,0.3854466,0.322709,-1.3125813,2.0669907,-0.1987652,0.811299,1.0539661
42,-0.6509649,-0.6134742,-0.6546652,-0.6484889,-0.6546652,1.2544016,2.1121083,-0.6418509,-0.6422673,0.7042086,-0.6401832,1.0758412
43,-0.27051697,0.55096734,-1.76837659,-0.17712305,0.03640993,0.43995219,1.35705456,-0.03402209,-1.75478039,1.51781754,-0.08797429,0.19059181
44,1.63071211,-0.1551495,-1.36127816,0.94815025,-1.36127816,0.18594746,1.25373921,0.14461718,-1.35175461,0.40434492,-0.30381083,-0.03423989
45,0.46802939,-1.98873611,-0.09091222,0.72793064,0.14805177,0.55235187,0.75370258,0.50615252,-2.02372351,-0.38757866,0.6712903,0.66344143
46,0.449462426,-0.394423572,0.19235639,0.496894329,0.204572102,-2.98832976,-0.008299441,-0.024193497,0.898854883,0.154206923,0.37698785,0.641911366
47,0.02142906,-0.07656453,0.67947651,-2.8304037,0.25758356,-0.58176276,0.06622903,0.58131112,1.06113934,0.62855453,0.43853872,-0.24553088
48,0.78160177,-1.44344475,1.38701938,-1.46813655,0.64555431,0.7503092,-0.51250692,0.26287369,-1.46374914,0.08143155,0.86793386,0.1111136
49,-0.07952967,0.78991419,-0.22689979,0.3630277,0.15906805,-0.03594606,0.53604207,0.13992101,0.66391102,-3.01859912,0.19833866,0.51075194
50,-2.2457972,-0.6931674,1.7712528,0.4755293,0.7572656,-0.2222964,0.1930915,0.4658538,0.7207899,-0.7612399,-0.3528364,-0.1084457
51,0.2933614,1.2039225,-1.9578006,-0.186844,-0.0776033,0.6847836,-1.1696786,0.6260766,0.5838862,-0.9842167,1.3774096,-0.3932966
52,-0.81349147,0.99025341,1.63978169,0.01979906,-0.83630227,-0.03835498,0.92553193,-0.01137903,-2.06185089,0.63506632,0.19700568,-0.64605946
53,-1.05620604,-1.02580627,-1.05920651,-1.05419841,-1.05920651,1.21223335,0.38775934,0.31962977,1.30841983,0.76005784,1.209134,0.05738962
54,0.08477196,-1.5611673,0.69670902,0.22354515,-1.61234876,0.34225651,0.35896081,0.96140513,0.69562876,0.35738482,-1.59435427,1.04720815
55,-0.6476388,-0.6159772,1.7935975,-0.6455479,-0.6507639,0.4930454,-0.6514565,-0.6399419,-0.6402936,1.7430237,-0.6385335,1.1004866
56,-0.0681447,-2.55538194,-0.03522836,0.32967594,0.63199106,-1.08946023,1.01134802,0.3123195,0.913257,0.74459699,-0.44481737,0.24984408
57,0.313108603,0.966395134,0.477778028,-1.880844438,-0.000255054,0.129184141,0.323277333,-1.873898795,0.950345329,1.200683655,-0.159318601,-0.446455335
58,-1.42926058,-0.14285921,1.67888068,-0.2119158,0.5354082,-1.41127449,0.80441367,0.56851836,1.01754818,0.01891308,-1.33415349,-0.0942186
59,0.05539936,-0.74836962,0.38464618,-2.62577767,0.90423078,-0.23166483,0.22502992,-0.30727031,1.31720492,-0.01507638,0.74452716,0.29712049
60,0.60454021,-1.78281605,-1.00201044,-0.38345616,0.23966702,-0.69411868,-0.35310295,2.06977278,0.63170017,0.92453901,-0.31563268,0.06091777
61,0.3104513,0.3892227,1.468744,-0.9895175,-0.4061896,-1.3427276,0.9742267,0.3273277,1.6290937,-0.7235712,-1.0110387,-0.6260214
63,-0.42849946,-1.11331675,0.32749236,-1.13141857,0.01541737,1.03484692,-1.13503553,-0.05214035,-1.12820211,1.51459456,0.8700974,1.22616416
64,-0.63029076,0.73931483,-0.17556424,1.03387674,-2.21263007,-0.64114502,-0.28769736,-0.71803492,0.97246394,0.7352759,-0.06487106,1.24930201
65,-1.6436026,0.31760865,0.56940956,-0.11018083,0.45421295,0.02175441,0.69563568,0.59671605,0.64450817,-2.4479178,0.44087195,0.4609838
66,-0.096837313,-0.650839815,-1.06415235,1.076065579,-1.429367434,0.001791205,0.311366783,-1.213470165,1.847397479,-0.00857197,0.113863133,1.112754866
67,-1.01269867,0.09729332,0.41811381,0.47907177,0.57565702,-1.87584497,0.32088773,-1.86291704,0.72506593,0.93079233,0.50369344,0.70088534
68,-0.16456471,0.15433544,-1.06367656,0.77282633,0.42596142,0.28523185,0.38789216,-2.72527587,0.83782291,0.05062063,0.25869152,0.78013488
69,-1.7953208,0.1165754,1.0983039,0.4591821,0.6176039,-2.0412887,0.8091983,0.1292887,0.2867297,0.7929258,-0.6260852,0.1528867
70,0.42968994,-0.88220698,0.89811886,-0.07646841,0.67174591,-0.67677375,1.00705653,0.1473266,0.83608283,-0.07947952,-2.54930128,0.27420927
71,-0.094026213,-0.005830805,-2.862830601,0.16583897,0.555385337,-0.661557125,0.848132257,0.827404096,0.686915072,0.357352505,0.064685966,0.118530542
72,-1.89568913,-1.05694587,0.51053318,0.94186932,-0.7829581,-0.50408512,-0.31239064,-0.09650145,1.39822521,1.27928108,-0.21042546,0.729087
73,-0.01929778,0.08706798,0.06540998,0.60773736,0.392474,-0.0572131,-2.9032209,-0.36174105,1.10093002,0.54817451,-0.07901389,0.61869286
74,-0.24719253,-2.57049975,0.1233414,0.937123,0.5175573,-0.27984108,0.24790587,-0.05992192,1.60089351,-0.62683487,0.23838195,0.11908712
75,-0.248204,-2.570287,0.1221346,0.9390537,0.5189693,-0.2808354,0.2466335,-0.0610321,1.6009715,-0.6239025,0.2357847,0.1207136
