Observed,Predicted
0.0,0.21882912689877543
0.3835841028889489,0.175213251440951
0.7113682013154958,0.6618903926264927
-0.35220754922265457,-0.04619427880330562
-1.5571305118756984,-1.5459641101116262
-1.4322750229882628,-1.5459641101116262
1.3599775543857116,1.244293767440185
0.1587903995204805,0.4699555646242146
-0.09063928395121579,-0.1662324812503897
0.7635793432177903,1.6728872583116239
0.8029087186089786,1.6728872583116239
3.4649816169988172,2.279933944058019
0.054709263077161896,0.21882912689877543
1.211945332762639,1.540353108226567
0.6866970843326768,0.2332836399094944
0.6036393493477593,0.312322713739821
1.0806134405559862,0.958055973279432
-3.3163075733912315,-3.3940373030963915
-2.5865115472789095,-2.504830882381466
1.1349803274580035,1.1576843173101299
1.1391591061324238,1.0121118706852439
2.0698660489104386,2.0683586637774614
0.3344305249920079,0.3408070028777477
0.36097490282950045,0.3408070028777477
1.5448123917243335,1.434499667054629
-1.897679234344323,-1.4984098953243805
-0.6115823521615227,-0.7498438173920672
-0.5821052548387605,-0.5328076563970701
-0.5755165788872626,-0.5328076563970701
-0.7893939749132666,-0.7342230387774293
0.07880423284555527,0.010268904364096443
1.29468275752354,1.0444904290429324
0.8627416577729549,0.4584893815944948
0.9126031848899586,0.4584893815944948
1.8916961817264009,2.283475975743169
-3.0152817778368526,-3.0446293244338385
-2.2181365832759172,-2.170998241664588
-0.9765656930433944,-0.8950621407390287
