Observed,Predicted
0.0,-0.16212063340149996
0.4244128552205538,0.5714763985443092
0.5938802117235003,1.0454794774406366
0.44376629297426423,0.5714763985443092
-0.9031626330357421,-0.8706901873392319
-0.6626945425329163,-0.8555708119722478
1.4482583016666264,1.059777666163237
0.5582058129505585,0.4355876804939349
0.6747583378588241,0.7044651795392589
0.543151925033059,0.7044651795392589
0.6065760727934187,0.3626202266169578
1.6963033170584343,1.6241505312686932
1.6750032647289397,1.651121737434499
-1.7729279429016214,-1.580632102353384
1.0788783932161479,1.1382766960099922
-1.5928117804533388,-1.4569313770784653
-2.4998879690903046,-2.5868310340682257
1.1691256548416857,1.1382766960099922
-2.0472178072230496,-2.0607799565629
